number_of_text_plain_sections,number_of_text_html_sections,number_of_image_sections,number_of_application_sections,ratio_text_plain_to_any_text_sections,length_of_text_in_text_html_section,index_charset_first_sec,num_unique_charset,num_standart_header,num_in_reply_to,num_received,exist_x_mailer,exist_user_agent,mime_version,case_var_MV,length_message_id,ascii_boundary_char,existence_of_domain,is_id_part_hex,is_id_part_decimal,existence_of_dots_in_id_part,existence_of_special_chars_in_id_part,is_domain_part_hex,is_domain_part_decimal,existence_of_dots_in_domain_part,existence_of_special_chars_in_domain_part,num_From_header_tags_in_thread,num_ofToheader_tags_in_thread,num_ofunique_To_addresses_in_thread,num_ofunique_Reply-To_addresses_in_thread,num_ofuniquedomains_in_all_email_addresses,ratio_unique_To_domains_to_unique_domains_in_all_addresses,num_Cc_addresses,num_Bcc_addresses,num_of_Sender_addresses,IsReturn_Path_identical_to_Reply_To,num_ofTo_domains_identical_to_From_domain,num_ofCc_domains_identical_to_From_domain,num_ofBcc_domains_identical_to_From_domain,IsFrom_domain_same_as_Reply-To_domain,IsFrom_domain_same_as_Return-Path_domain,IsFrom_entity_bracketed,IsTo_entity_bracketed,len_first_boundary,boundary_start_with_=,exist_=_middle_boundary,exist_underscore_boundary,exist_dot_boundary,exist_other_special_char_boundary,boundary_hexadecimal,boundary_decimal,length_style,exist_direction,exist_JS,depht_DOM_tree,num_DOM_leaf,num_unique_DOM_leaf,mean_DOM_leaf_depths,standart_dev_DOM_depths,num_email_addresses_in_html_section,num_a_tags,num_URLs_in_html_section,ratio_unique_domains_to_domains_of_allURLs_in_anytags,label,email_id,index,phishing_probability_original
1,1,0,0,0.5,0,1,1,7,0,6,0,0,1,0,46,64,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,59,0,0,1,0,0,0,0,1266,0,0,5,15,6,3.933333333333333,1.0624918300339485,0,1,3,1.0,1,<dba89a40cec8433aa1d1c75b2937aaaf@test-friendly>,70,0.99442166
1,1,0,0,0.5,0,1,1,8,0,2,0,0,1,0,46,64,1,1,0,0,0,0,0,0,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,35,0,0,1,0,0,1,0,5155,0,0,20,17,8,11.529411764705882,3.727759886530555,2,3,2,1.0,1,<853954a0a835fcbcb97f5eb9c7d9a3e9@test-friendly>,71,0.9961188
0,1,0,0,0.0,0,1,1,8,0,0,1,0,1,1,35,64,1,1,0,1,0,0,0,0,1,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,5.0,0.0,2,0,0,0.0,1,<fb457fe022.fe022fb457@test-friendly>,72,0.99942446
1,1,0,0,0.5,0,1,1,8,0,0,0,0,1,0,40,64,1,0,0,1,0,0,0,0,1,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,1,0,29,0,1,0,0,1,0,0,130,0,0,5,46,4,3.891304347826087,0.37464538999161057,2,0,1,1.0,1,<20060513091947.83667.qmail@test-friendly>,73,0.9977508
0,1,0,0,0.0,0,-1,0,8,0,2,1,0,1,0,46,64,1,1,0,0,0,0,0,0,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3260,0,0,18,24,10,8.791666666666666,5.243878706538594,0,1,1,1.0,1,<042397b035ad34b7aca0f08268c01841@test-friendly>,74,0.9986331
1,0,0,0,1.0,0,1,1,6,0,0,1,0,1,1,35,64,1,1,0,1,0,0,0,0,1,1,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,1,<fa1ee1ca24ac.467e4093@test-friendly>,75,0.9991247
0,1,0,0,0.0,0,1,1,7,0,0,0,0,1,1,50,64,1,0,0,1,0,0,0,0,1,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,1,0,39,0,1,1,1,0,0,0,0,0,0,0,1,1,0.0,0.0,0,0,0,0.0,1,<21670167.1138926698593.JavaMail.USER@test-friendly>,76,0.99852705
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,0,41,64,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,1,<200502141124.j1EBON4b058528@test-friendly>,77,0.9938928
1,1,0,0,0.5,0,1,1,6,0,0,0,0,1,0,40,64,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,1,0,0,0,0,0,7,42,5,3.238095238095238,1.3239465499483662,4,2,0,0.0,1,<20060707211853.59068.qmail@test-friendly>,78,0.99535155
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,0,41,64,1,0,0,1,0,0,0,0,1,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,1,<200407061154.i66BsBCv030464@test-friendly>,79,0.99742436
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,1,39,64,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,1,<200501141805.j0EI5wQ11579@test-friendly>,80,0.99838495
1,1,0,0,0.5,0,1,1,7,0,4,0,0,1,0,49,64,1,1,0,0,1,0,0,0,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,34,0,1,1,0,0,0,0,679,0,0,11,17,7,4.588235294117647,2.4267825111454435,1,2,2,1.0,1,<0520202310030225C79775C7$281215EBE5@test-friendly>,81,0.99181855
0,1,0,0,0.0,0,1,1,6,0,4,1,0,0,0,26,64,1,0,0,1,0,0,0,0,1,1,1,1,1,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61,56,6,8.625,7.383772022869767,3,0,1,1.0,1,<p4kx9.mt1pdr@test-friendly>,82,0.9977191
0,2,0,0,0.0,0,-1,0,7,0,2,0,0,1,0,45,64,1,1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,41,0,1,1,1,0,0,0,6642,0,1,24,51,12,9.196078431372548,5.254389790668361,6,2,7,0.7142857142857143,1,<20241109134358.54C1BB8EAE457E9D@test-friendly>,83,0.997274
1,0,0,0,1.0,0,1,1,7,0,0,1,0,1,1,31,64,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,1,<E1C6p8g-0004fy-00@test-friendly>,84,0.9983516
0,1,1,1,0.0,0,1,1,7,0,4,0,0,1,0,45,64,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,41,0,1,1,1,0,0,0,3291,0,0,20,10,7,9.0,4.711687595755898,3,3,3,0.6666666666666666,1,<20210107191232.DCF844ED92FBB28F@test-friendly>,85,0.9968777
1,1,0,0,0.5,0,1,1,7,0,4,0,0,1,0,40,64,1,1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,27,1,1,0,0,0,1,1,20,0,0,9,16,4,3.6875,1.757795138803154,2,1,0,0.0,1,<20161007211007.902869C7D4A@test-friendly>,86,0.96336925
0,1,0,0,0.0,0,-1,0,8,0,0,1,0,1,1,41,64,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,63,1,1.0,0.0,2,0,0,0.0,1,<200703142212.l2EMCHw1022492@test-friendly>,87,0.9995714
0,1,0,0,0.0,0,1,1,8,0,2,0,0,1,0,45,64,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1351,0,0,8,49,8,3.510204081632653,1.2636592310540997,1,7,7,0.5714285714285714,1,<20200812212010.476E5E46795412E8@test-friendly>,88,0.9966672
0,1,0,0,0.0,0,1,1,8,0,2,1,0,1,0,39,64,1,0,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2,2.0,0.0,0,1,1,1.0,1,<200207211010.g6LAAT426917@test-friendly>,89,0.9990766
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,0,39,64,1,0,0,1,0,0,0,0,1,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,1,<200305060843.h468hi228040@test-friendly>,90,0.99742436
0,1,0,0,0.0,0,1,1,8,0,2,0,0,1,0,45,64,1,1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7830,0,0,23,22,6,14.454545454545455,5.710654099832513,2,2,2,1.0,1,<20221103204200.7A878176A76781B8@test-friendly>,91,0.99920815
1,0,0,0,1.0,0,1,1,7,0,0,0,0,1,1,49,64,1,0,0,0,1,0,0,0,1,1,1,0,1,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,1,<BAY117-F3890AB2EC19790E5B97294A8A00@test-friendly>,92,0.9983925
0,1,0,0,0.0,0,1,1,8,0,2,0,0,1,0,45,64,1,1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2722,0,0,31,12,5,21.25,7.907011656329674,2,2,3,1.0,1,<20190702062629.88B91650F50E2A88@test-friendly>,93,0.99872786
1,0,0,0,1.0,0,1,1,8,0,0,0,1,1,0,30,64,1,1,0,1,0,0,0,0,1,1,1,1,1,2,0.5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,1,<B264767D.8404A65@test-friendly>,94,0.99608994
0,1,0,0,0.0,0,1,1,8,0,1,0,0,1,0,45,64,1,1,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2010,0,0,4,11,5,2.8181818181818183,0.5749595745760689,2,2,2,0.5,1,<20200402065856.F4E9E0FCD5AA480D@test-friendly>,95,0.9990139
1,0,0,0,1.0,0,1,1,8,0,0,1,0,1,0,41,64,1,0,0,1,0,0,0,0,1,1,1,1,1,3,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,1,<200409031052.i83Aq7R2021003@test-friendly>,96,0.9979925
1,0,0,0,1.0,0,-1,0,8,0,0,1,0,1,1,39,64,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,1,<200301290045.h0T0jqP14474@test-friendly>,97,0.99453247
1,0,0,0,1.0,0,1,1,8,0,0,0,0,1,0,41,64,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,1,<200408070834.i778Y658018037@test-friendly>,98,0.9899165
1,0,0,0,1.0,0,-1,0,5,0,0,0,0,0,0,41,64,1,0,0,1,0,0,0,0,1,1,1,1,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,1,<200406031209.i53C9HaI004161@test-friendly>,99,0.9729566
