index,email_id,structure_proba,label
1087,<DHgwxufJ3I0ewr>,0.981389,1
1088,<200208021341.30252.colm@newworldiq.com>,0.024526076,0
1089,<19932736.1075845880480.JavaMail.evans@thyme>,0.0045548053,0
1090,<202407061408029A398AF104-0D776C7023@icloud.com>,0.8983552,1
1091,<200408032040.i73KeAe3016534@granny.mr.itd.UM>,0.99599385,1
1092,<10764632.1075856348759.JavaMail.evans@thyme>,0.0073899943,0
1093,<D7D080CB8DD1DA49AC7E62BD32600CD9DEEB5F@MERCURY.mps.local>,0.9792028,1
1094,<20051008011959.4666.qmail@web8601.mail.in.yahoo.com>,0.9983169,1
1095,<20020723045144.3CB572940A5@xent.com>,0.3035078,0
1096,<USAM-TS2lK06Ye2oglD00002176@usam-ts2.usam.local>,0.986133,1
1097,<29081668.1075857157798.JavaMail.evans@thyme>,0.010253106,0
1098,<E17tITX-0006cZ-00@cpu59.osdn.com>,0.16887619,0
1099,<B0000426157@>,0.9984511,1
1100,<29600826.1075859900578.JavaMail.evans@thyme>,0.0051467917,0
1101,,0.99963975,1
1102,<200209121029.g8CATmZ30743@quinlan.colo.netbauds.net>,0.72935325,1
1103,<20070703161229.zux2k0hp28gkkgsg@209.216.227.46>,0.9981249,1
1104,<10441431.1075858743659.JavaMail.evans@thyme>,0.0073899943,0
1105,<454807666.181894442.1428545725387.JavaMail.root@zimbra.upenn.edu>,0.9756285,1
1106,<200409221226.i8MCQNke012713@neartoearth.mr.itd.UM>,0.9791749,1
1107,<20020719142801.4497.78836.Mailman@dogma.slashnull.org>,0.16874957,0
1108,,0.99883634,1
1109,<200210010801.g91812K15526@dogma.slashnull.org>,0.071707666,0
1110,<27009290.1075850405806.JavaMail.evans@thyme>,0.01461155,0
1111,<000078f6546f$0000015d$00003265@smtp-gw-4.msn.com>,0.7873462,1
1112,<200703162217.l2GMH8Yj009708@flawless.mail.UM>,0.9974808,1
1113,<20060605001433.42539.qmail@web55209.mail.re4.yahoo.com>,0.9973857,1
1114,<00006e4a5219$00007c06$00002aaf@mx1.mail.yahoo.com>,0.99141496,1
1115,<19315646.1075853082924.JavaMail.evans@thyme>,0.003276545,0
1116,<9C498074D5419A44B05349F5BF2C26301CFA74@sdubtalex01.education.gov.ie>,0.17044829,0
1117,<6794483.1075843382511.JavaMail.evans@thyme>,0.0073899943,0
1118,<0000776453ec$000024c0$000045c1@xmxpita.excite.com>,0.9220001,1
1119,<20020506135728.24522.qmail@whiskas.chek.com>,0.9731007,1
1120,<0000056e0c43$0000593f$00006d5e@yahoo.com.sg>,0.6226134,1
1121,<20190130234652.995FB57B5B6FB6EE@qandil.se>,0.99123365,1
1122,<201612161425.uBGEE3Dj027157@smtp01.atlngahp.sys.nuvox.net>,0.9892904,1
1123,<200209240800.g8O809C26548@dogma.slashnull.org>,0.071707666,0
1124,,0.9995419,1
1125,<200209290801.g8T81Ng03460@dogma.slashnull.org>,0.071707666,0
1126,<Pine.BSO.4.44.0208152307450.22416-100000@crank.slack.net>,0.0020057647,0
1127,,0.99965584,1
1128,<Pine.BSO.4.44.0209231847230.29230-100000@crank.slack.net>,0.09151645,0
1129,,0.98703253,1
1130,<20240927154631.F31BECC02DA8E371@dorukticaret.com.tr>,0.96959376,1
1131,,0.99110913,1
1132,<2T.1F2VU.6Zkjn40WcDp.1Z20EV@seznam.cz>,0.9792032,1
1133,<20041226201527.52208C056@krusty.si.UM>,0.9987539,1
1134,<25382471.1075853438838.JavaMail.evans@thyme>,0.019610437,0
1135,<3D972433.40804@cse.ucsc.edu>,0.027672816,0
1136,<32888758.1075843880611.JavaMail.evans@thyme>,0.019610437,0
1137,<17544059.1075840438848.JavaMail.evans@thyme>,0.0043939715,0
1138,<OF2BF779F2.410271AB-ON80256BFE.00517E37@LocalDomain>,0.040797144,0
1139,,0.9995977,1
1140,<20020722043937.GA1732@bagend.makalumedia.com>,0.057989717,0
1141,<829DCAD0-BAC5-11D6-AD60-003065C182B0@radparker.com>,0.007380291,0
1142,<28509298.1075841310452.JavaMail.evans@thyme>,0.0045548053,0
1143,<3D8F52A5.5090709@cse.ucsc.edu>,0.03984196,0
1144,<20231114000907.F1B8BD17AB3AEE49@isclue.ca>,0.99375856,1
1145,<31348179.1075845742227.JavaMail.evans@thyme>,0.019610437,0
1146,<20240821154159.cf5df4fac8ccb056@cio56239.tryhackme.com>,0.004823993,0
1147,<20240115101735.C5EBBD91E57C017B@sumiriko.pl>,0.99404895,1
1148,<11434909.1075851860171.JavaMail.evans@thyme>,0.0073899943,0
1149,<NEBBKLEDELIODOCJHLPCMEJMMOAA.mgm@starlingtech.com>,0.008951033,0
1150,<14193285.1075857484567.JavaMail.evans@thyme>,0.019610437,0
1151,<10943156.1075842660711.JavaMail.evans@thyme>,0.0045548053,0
1152,<20240306085908.73F73290D2361423@trustwalet.com>,0.9640478,1
1153,<20020722112128.GB9191@php.net>,0.054684132,0
1154,<20242803192650F97E4E0BC8-D419266D6E@zetaw-eb.com>,0.9800931,1
1155,<29101307.1075847037316.JavaMail.evans@thyme>,0.0073899943,0
1156,<6258620.1075859910344.JavaMail.evans@thyme>,0.0038386541,0
1157,<20240424075722.502582FCA3857823@tukachinamt.com>,0.9980775,1
1158,<200411081648.iA8Gm3h2008039@flawless.mail.UM>,0.9974808,1
1159,<200209191415.g8JEF8A20151@ns1.zenmarketing.net>,0.8778196,1
1160,<17632942.1075840015050.JavaMail.evans@thyme>,0.05869416,0
1161,<201612121446.uBCETvOP002309@smtp04.atlngahp.sys.nuvox.net>,0.9892904,1
1162,<3309504.1075861576263.JavaMail.evans@thyme>,0.019610437,0
1163,<BAY137-F6142983EE76F37CEC507B95870@phx.gbl>,0.9974299,1
1164,,0.99963355,1
1165,<20180928132525.C9C66FE380E1CB50@accountupdate.com>,0.9976628,1
1166,<1551039.1075853640818.JavaMail.evans@thyme>,0.0051467917,0
1167,,0.9939528,1
1168,<13406948.1075857872131.JavaMail.evans@thyme>,0.019610437,0
1169,<0MKvAI-1Ebc2D39zg-0006dU@mx.perfora.net>,0.9983265,1
1170,<0100017c07b0a742-08d43d64-db44-4a56-83a4-84473c155c3f-000000@email.amazonses.com>,0.005926154,0
1171,<200210010801.g9181OK15632@dogma.slashnull.org>,0.071707666,0
1172,<31941675.1075842932425.JavaMail.evans@thyme>,0.0043939715,0
1173,<200210070800.g9780EK23215@dogma.slashnull.org>,0.071707666,0
1174,<ADMIN5c9829a78fd24a45b96b5350cf9146f5@admin>,0.9516896,1
1175,<19717091666.20020817150551@magnesium.net>,0.4374801,0
1176,<1029953998.17276.32.camel@avalon>,0.0039294995,0
1177,<from,0.9897564,1
1178,<1033407397.13480.34.camel@avalon>,0.0039294995,0
1179,<Pine.LNX.4.44.0209171437060.19311-100000@plonku.snotboble.net>,0.0052966243,0
1180,<ZnLLXVM5SLa_RaneY4YytA@geopod-ismtpd-17>,0.004286022,0
1181,<3D8F58EA.5050307@permafrost.net>,0.027672816,0
1182,<000022ed6e96$0000649c$00000023@mx1.mailbox.co.za>,0.9878913,1
1183,<6221566.1075845372429.JavaMail.evans@thyme>,0.012144196,0
1184,<002501c24e71$68298e20$f600a8c0@dogBear>,0.08879664,0
1185,<8050738.1027667010946.JavaMail.root@abv-sfo1-ac-agent2>,0.036909413,0
1186,<20221118142644.544CF98FB2C1B377@very.co.uk>,0.99681705,1
1187,,0.9988165,1
1188,<20190114192305.0B6690B8BFE1DD83@saer-emploi.com>,0.9952095,1
1189,<14343.1031750844@dimebox>,0.008418831,0
1190,<10348739.1075843420897.JavaMail.evans@thyme>,0.0045548053,0
1191,<20117437.1075854206800.JavaMail.evans@thyme>,0.0045548053,0
1192,<3671296.1075863237524.JavaMail.evans@thyme>,0.019610437,0
1193,<20020829000606.5906404a.matthias@egwn.net>,0.022501417,0
1194,<200609150952.k8F9qHgh006289@awakenings.mail.UM>,0.9974808,1
1195,<12340320.1075857282232.JavaMail.evans@thyme>,0.019610437,0
1196,<00005f670a47$00002b4f$00007773@fmjs.com>,0.9979943,1
1197,<000061e20f37$00004c2f$000033a6@221>,0.9854872,1
1198,<E1r7Zpi-00056u-23@server.mra-sb.com>,0.9638183,1
1199,<1057827.1075861036344.JavaMail.evans@thyme>,0.019610437,0
1200,<5059819.1075845989704.JavaMail.evans@thyme>,0.004582224,0
1201,<5ff5f7f3-1ef5-457b-bf79-71cbfdd5ba4b@atl1s07mta1811.xt.local>,0.004089899,0
1202,<200606241212.k5OCCEq4029096@awakenings.mail.UM>,0.9974808,1
1203,<16788060.1075854317541.JavaMail.evans@thyme>,0.0045548053,0
1204,<3004606.1075862343316.JavaMail.evans@thyme>,0.019610437,0
1205,<200310221422.h9MELwH0006994@threefriends.mr.itd.UM>,0.99755776,1
1206,<1012094.1075858661837.JavaMail.evans@thyme>,0.012144196,0
1207,<24098621.1075858381087.JavaMail.evans@thyme>,0.0073899943,0
1208,<AZ@tcts.seed.net.tw>,0.9797514,1
1209,<0000682a174f$0000534d$00005445@210.104.41.3>,0.8830742,1
1210,<N0LVy9rzPr@iris.seed.net.tw>,0.9917067,1
1211,<200305151629.h4FGT0k29575@truecrime.mr.itd.UM>,0.9989919,1
1212,<200612140852.kBE8qmXA021671@flawless.mail.UM>,0.9974808,1
1213,<033a31a71c0d$3154b3e7$3db87cd5@gpywxf>,0.9971951,1
1214,<010c43e67a2a$3527d8d1$6ab84eb1@pcppow>,0.99506575,1
1215,<4293E4EB0003091E@ims1d.cp.tin.it>,0.99804556,1
1216,<201511292219.tATKuuN4031700@smtp01.atlngahp.sys.nuvox.net>,0.9916522,1
1217,<10228894.1075842309369.JavaMail.evans@thyme>,0.0073899943,0
1218,<f49586833aee4147bf388568994a42f7.james_roberts007@navegante.com.sv>,0.9085485,1
1219,<20230821013123.8BB4E6334BE7B798@mfm.net.pk>,0.9683024,1
1220,<25247312.1075843676498.JavaMail.evans@thyme>,0.0073899943,0
1221,,0.9981996,1
1222,<26040041.1075859678787.JavaMail.evans@thyme>,0.0054419404,0
1223,<01020194464299d2-7d55f898-4795-4f6d-a5fb-7046ea7e113a-000000@eu-west-1.amazonses.com>,0.0028227833,0
1224,<486417.1075845961938.JavaMail.evans@thyme>,0.0067594475,0
1225,<470509EFEC88124DA5AE0F69F69019D7010241D2@EXCDAGPRD01.FHP.com>,0.5724577,1
1226,,0.9980586,1
1227,<4620000.1034176968@spawn.se7en.org>,0.1181998,0
1228,<15797413.1075859515656.JavaMail.evans@thyme>,0.019610437,0
1229,<1031733208.2310.qmail@ech>,0.8487568,1
1230,<32967717.1075845095984.JavaMail.evans@thyme>,0.0073899943,0
1231,<20210704213013.6E46A234293E5DDF@emailsecurity.com>,0.9959502,1
1232,<1020127.1075858230187.JavaMail.evans@thyme>,0.0044821524,0
1233,<CYKADVHD.J1GMJA1@excite.com>,0.9881368,1
1234,<37517.067028703705600.878710@localhost>,0.10654516,1
1235,<20240828234432.656D011021A93E0E@tiyanicks.com>,0.9972103,1
1236,<200608171346.k7HDkPCx009555@godsend.mail.UM>,0.9974808,1
1237,<6834008.1075855826199.JavaMail.evans@thyme>,0.003276545,0
1238,<523969030.8402921.1539590628618.JavaMail.zimbra@cal.net>,0.86017084,1
1239,<MAG0e96lSlW6ZnBPKQ9N_A@geopod-ismtpd-28>,0.0036215703,0
1240,<E19TDFO-0003Tl-00@bigram.cs.jhu.edu>,0.9971252,1
1241,<3124.62.194.8.22.1086201718.squirrel@webmail.di-ve.com>,0.9957807,1
1242,<1034133799.26329.80.camel@ckk.rdu.spamassassin.taint.org>,0.007151732,0
1243,<J9TO9R$CEB41DF8385D04D8CE1A20025A6B8245@terra.com.mx>,0.99463177,1
1244,<200703030352.l233px8r031317@sleepers.mail.UM>,0.9185058,1
1245,<20160210205847.78DAC8187AF6@smtp7.vodamail.co.za>,0.9969484,1
1246,<20020725142712.539EEF6EB@tater>,0.009563283,0
1247,<20050625163905.2DCB3C055@krusty.si.UM>,0.9975038,1
1248,<200503091230.j29CU8nG017177@awakenings.mail.UM>,0.9974808,1
1249,<BAY23-F6DFBB1A70C158963730A2A96F0@phx.gbl>,0.986374,1
1250,<201608292057.u7TKV8ai022192@RomagnoliSaxFirewall.local>,0.9940275,1
1251,<Pine.BSO.4.44.0207241653500.2717-100000@crank.slack.net>,0.0020057647,0
1252,<40506.80.231.4.14.1115118293.squirrel@mail.micasilla.net>,0.98495126,1
1253,,0.99948967,1
1254,<15420646.1075847078475.JavaMail.evans@thyme>,0.0043939715,0
1255,<8215049.1075851592427.JavaMail.evans@thyme>,0.019610437,0
1256,<00003e7e38fc$00007462$00006be0@mpkpaqnrixti.kr>,0.9665722,1
1257,<20180109150859.1B4D6D338C083990@mailmanager.com>,0.99586993,1
1258,<29187390.1075843095214.JavaMail.evans@thyme>,0.028286872,0
1259,<5025163.1075843107900.JavaMail.evans@thyme>,0.0038386541,0
1260,<3e6593e65b.3e65b3e659@hkonline.com>,0.9890864,1
1261,<20020811115026.GB4847@jinny.ie>,0.0015602256,0
1262,<200209120315.XAA25189@blackcomb.panasas.com>,0.010553825,0
1263,<8253208.1075846999589.JavaMail.evans@thyme>,0.019610437,0
1264,<24956399.1075854923572.JavaMail.evans@thyme>,0.012070235,0
1265,<3C5FE6E4.6040608@sunnmore.net>,0.03368173,0
1266,<20020808115436.GB25561@skynet.ie>,0.0027401692,0
1267,<20181126225814.C18E19B749028E53@monkey.org>,0.9781787,1
1268,<200311131253.hADCr6bQ016140@granny.mr.itd.UM>,0.9974808,1
1269,<3D4590B4.2090707@lig.net>,0.035022248,0
1270,<SI0EoM7xSMK0gc-gprKT6A@geopod-ismtpd-4>,0.0067011327,0
1271,<20240121230710.6888502E6ECFF340@eksportfinans.no>,0.98769104,1
1272,<14873747.1075856068000.JavaMail.evans@thyme>,0.0045548053,0
1273,<CA-2002-21.1@cert.org>,0.2596234,0
1274,<1222769284.19785.1533667789329.JavaMail.www@wwinf1x31>,0.84878576,1
1275,<27855331.1075843700240.JavaMail.evans@thyme>,0.0044821524,0
1276,<DpVixft7QgapuydLouV0zg@geopod-ismtpd-8>,0.006840171,0
1277,<20241023025746.B84AD7EA92@factura2.freedynamicdns.net>,0.9841775,1
1278,<20230816043456.BA22CF6A7CA8818E@emailservice.com>,0.9957842,1
1279,<00e201c294b0$60918660$9f203841@oemcomputer>,0.13430555,0
1280,<14d4853e05f.6402.17f4a2@ismtpd-048>,0.8447006,1
1281,<20021004174907.B3958EA0A@petting-zoo.net>,0.23716809,0
1282,<0MKv22-1DGZUx0oK9-0006zV@mx.perfora.net>,0.99455947,1
1283,<11964314.1156907089773.JavaMail.tomcat@fe-ps01>,0.98981935,1
1284,<27747631.1075853025573.JavaMail.evans@thyme>,0.05869416,0
1285,<27D91548.31EB646@yahoo.com>,0.9824554,1
1286,<20190113230630.7C57D2EA540@hosting.obr.local>,0.9601122,1
1287,<19943615.1075845013925.JavaMail.evans@thyme>,0.0073899943,0
1288,<596265F1.B34F4E0@yahoo.de>,0.98170173,1
1289,<21336973.1075862597534.JavaMail.evans@thyme>,0.019610437,0
1290,<d48d5cbda11bb0958758421bff56c0df@www.torrent-9.com>,0.963916,1
1291,<E17kxX7-0006Jl-00@cpu59.osdn.com>,0.16887619,0
1292,<2753.41.243.179.135.1183824759.squirrel@65.39.207.99>,0.9980762,1
1293,<85ff8519da6783454f8f06432eaa04d1@eprints.dinus.ac.id>,0.40186486,1
1294,<A92DB5482F76D51193290002A50A5612015632D3@irsmsx103.ir.intel.com>,0.06654574,0
1295,<20020808075454.EEDC52C6E4@smtp.easydns.com>,0.98793936,1
1296,<000023212966$00004b25$000045fc@amfab.u-net.com>,0.9986034,1
1297,<F47D94A65D4F6C42BEADAF0281C6E21F680C67F4@V-EXC-C02.DIRECTORY.INTRA>,0.9844944,1
1298,<031e63c64e6c$3325c0c0$2ea45bd7@cylofr>,0.9923177,1
1299,<200208221803.g7MI3vV17471@mail.banirh.com>,0.010553825,0
1300,<27496CB92848BE48896E05144F9E847D013E51D381@BCHSPEXMB01.oslerhc.org>,0.9740821,1
1301,<200207200225.DAA19639@urda.heanet.ie>,0.9792819,1
1302,<26594$1034083278$mediaunspun$5114587@imakenews.net>,0.039395504,0
1303,<m28z3we8a7.fsf@maya.dyndns.org>,0.043528486,0
1304,<BECDBE68-9B2F-11D6-93F3-003065F62CD6@whump.com>,0.0022415782,0
1305,<37416.895352199078400.290@localhost>,0.6319541,1
1306,<200205280059.g4S0xue13025@dogma.slashnull.org>,0.9748179,1
1307,<9JpPxNLNTcitOXE3PpgfeQ@geopod-ismtpd-2>,0.016276918,0
1308,<0100017eb4e55edb-29546d22-7ed1-4086-a3a6-41c81ae84184-000000@email.amazonses.com>,0.005926154,0
1309,<190900794@web.de>,0.9988324,1
1310,<3D408FD3.6060801@endeavors.com>,0.015227164,0
1311,<20070614220254.91522794044@wm01.www.com.ar>,0.98321676,1
1312,<338.371619.730070@cable.net.co>,0.98928934,1
1313,<200208020805.JAA01429@webnote.net>,0.8897685,1
1314,<200209270801.g8R81Ag00846@dogma.slashnull.org>,0.071707666,0
1315,<200209251523.QAA26122@webnote.net>,0.92475927,1
1316,<200411181233.iAICXNq8024495@mail.eecs.UM>,0.9974808,1
1317,<200210070800.g9780OK23233@dogma.slashnull.org>,0.071707666,0
1318,<27510425.1075849762623.JavaMail.evans@thyme>,0.012144196,0
1319,<010001791d0881df-67ebd4f4-af4c-4b69-aedc-5c85ac9c4e7e-000000@email.amazonses.com>,0.20463903,0
1320,,0.99946517,1
1321,<200209261528.g8QFSsg24511@dogma.slashnull.org>,0.071707666,0
1322,<8767881.1075857489336.JavaMail.evans@thyme>,0.0073899943,0
1323,<2467013.1075845144706.JavaMail.evans@thyme>,0.05869416,0
1324,<214A52C16E44D51186FB00508BB83E0F7C0D67@w2k-server.bcs.ie>,0.11444112,0
1325,<autogen-java-38acd9e4-aab9-4f75-b5a3-223fa5210a7e@google.com>,0.97937906,1
1326,<01000185a5e688f2-b7871ed7-9660-4a00-9a76-dbeaaf476acd-000000@email.amazonses.com>,0.96437407,1
1327,<12441441.1075855147049.JavaMail.evans@thyme>,0.0051467917,0
1328,<6905186.1075852866926.JavaMail.evans@thyme>,0.004883978,0
1329,<17255379.1075860183835.JavaMail.evans@thyme>,0.0043939715,0
1330,,0.9977888,1
1331,<20231107031711.B18880CDF7BADAF9@nomura-nousan.co.jp>,0.66807586,1
1332,<1436963544101727136@vdom>,0.9985322,1
1333,<200407261138.i6QBcffp004819@cs.CU>,0.99653816,1
1334,<20161228034431.7B247FE9AA@mail.mare.com>,0.99436164,1
1335,<200207230035.JAA32447@megw.me.sophia.ac.jp>,0.82641524,1
1336,<20230926203017.EA6E6C688B24410D@nwebsupport.com>,0.510524,1
1337,<3CEE7AD6002753C5@smtp4.cp.tin.it> (added by    postmaster@virgilio.it),0.96566695,1
1338,<CBEOLCMMAGMDFDAKHGIBMEOOCLAA.feltman@pacbell.net>,0.015051137,0
1339,<E18IfxM-0003fY-00@sc8-osdn-mail-1.osdn.com>,0.31069136,0
1340,<30525151.1075862415967.JavaMail.evans@thyme>,0.0073899943,0
1341,<0000382d3858$0000403d$00007ce9@Artic.net>,0.79451245,1
1342,<E1918Gd-0004FA-00@orson.icl.net>,0.9974343,1
1343,<27869169.1075841389628.JavaMail.evans@thyme>,0.012599789,0
1344,<1094315.1075856193044.JavaMail.evans@thyme>,0.019610437,0
1345,<200501190211.j0J2BQQw015146@jacknife.mail.UM>,0.9974808,1
1346,<20210526113531.775243B53CD5844E@ariannteemail.cam>,0.9978314,1
1347,<20020902073057.GT1757@jinny.ie>,0.0009245578,0
1348,<200502021933.j12JXKno016041@casino.mail.UM>,0.99862206,1
1349,<200306031234.h53CYOIo016709@bluewhale.cs.CU>,0.9974808,1
1350,<29188196.1075847084955.JavaMail.evans@thyme>,0.003276545,0
1351,<15318348.1075852712290.JavaMail.evans@thyme>,0.0073899943,0
1352,<32483705.1075844738974.JavaMail.evans@thyme>,0.0073899943,0
1353,<1125579137.4316f981dada3@imp4-g19.free.fr>,0.998049,1
1354,<003301c22f43$a756e7c0$0100007f@tuan>,0.87288547,1
1355,<1029584626.18239.128.camel@bobcat.ods.org>,0.008852622,0
1356,<4718964.1047487968260.JavaMail.sameezx6@gomailjtp02>,0.7241852,1
1357,<20200113022627.522C51475FA39644@transmed.com.vn>,0.9946884,1
1358,<411973060001AE68@ims1c.cp.tin.it>,0.99772877,1
1359,<p05111a45b9c1d8f5291b@[66.149.49.6]>,0.003596028,0
1360,<200609062146.k86LkqJx024523@jacknife.mail.UM>,0.9974808,1
1361,,0.99883634,1
1362,<1528.1031675232@kanga.nu>,0.0047379495,0
1363,<8163838.1075840869160.JavaMail.evans@thyme>,0.0073899943,0
1364,<20190903041956.16A7B9AAF3B92B2B@yingzeconsultancy.com>,0.9856345,1
1365,<LISTMANAGERSQL-2534371-1682976-2002.07.18-13.46.02--qqqqqqqqqq-lg#spamassassin.taint.org@sprocket.lockergnome.com>,0.011306028,0
1366,<000b85a53aaa$2275c7a6$4aa05be4@vpktrr>,0.9586618,1
1367,<200205160330.XAA29937@hyperdyne.com>,0.9949621,1
1368,<12962400.1075858435406.JavaMail.evans@thyme>,0.0073899943,0
1369,<NEBBKLEDELIODOCJHLPCKENHMMAA.mgm@starlingtech.com>,0.0024864469,0
1370,<19447319.1075843138936.JavaMail.evans@thyme>,0.0043939715,0
1371,<18322894.1075854459437.JavaMail.evans@thyme>,0.0073899943,0
1372,<16119360.1075854697447.JavaMail.evans@thyme>,0.0073899943,0
1373,<yf2ptw2k4ge.fsf@proton.pathname.com>,0.0030265802,0
1374,<20180226201359.E271F8686D@5mdh-xrrz.accessdomain.com>,0.9961463,1
1375,<27725379.1075857183081.JavaMail.evans@thyme>,0.0073899943,0
1376,<20221130014239.B0318B8EC2A08AA0@synergynatural.cam>,0.9978689,1
1377,<01000193792bf573-79c4e346-7188-40be-a418-7ca1aae5d310-000000@email.amazonses.com>,0.0031069815,0
1378,<20060203115307.98044.qmail@web37003.mail.mud.yahoo.com>,0.998128,1
1379,<20220718194629.3818B464AF335450@scheaferrolls.com>,0.997083,1
1380,<29116944.1075861004897.JavaMail.evans@thyme>,0.0073899943,0
1381,<200210010801.g9181YK15658@dogma.slashnull.org>,0.071707666,0
1382,<5902728.1075842581514.JavaMail.evans@thyme>,0.012144196,0
1383,<20030722010356.31B4934F888@iwhome.com>,0.9954294,1
1384,<16204138.1075853764069.JavaMail.evans@thyme>,0.019610437,0
1385,<26892716.1075847166667.JavaMail.evans@thyme>,0.0051467917,0
1386,<Pine.BSO.4.44.0207280005490.24840-100000@crank.slack.net>,0.068661354,0
1387,<m3admwrhzn.fsf@localhost.localdomain>,0.0012084881,0
1388,<3DEAA3BB.8010605@dcu.ie>,0.044212125,0
1389,<F59mMH7ATgbniMfsvoa00017adf@hotmail.com>,0.32946748,0
1390,<f9dc7abd-6370-4e55-8921-267e78cbeb02@ind1s06mta1899.xt.local>,0.05704016,0
1391,<351262.1075842510603.JavaMail.evans@thyme>,0.013160234,0
1392,<bMuZcsYtTMK5Rlw747PFOA@geopod-ismtpd-31>,0.0037107894,0
1393,<000000000000667b630577454092@google.com>,0.9350317,1
1394,<14762174.1075856276393.JavaMail.evans@thyme>,0.012144196,0
1395,<ak32r3+4q45@eGroups.com>,0.050638683,0
1396,,0.9939528,1
1397,<1029943035.26707.TMDA@deepeddy.vircio.com>,0.0027602594,0
1398,<mmrOSW@tpts8.seed.net.tw>,0.9893139,1
1399,<200503111854.j2BIsNDJ003320@casino.mail.UM>,0.9959074,1
1400,<BE343841-5C47-4C51-8041-96CF196E50F7@YhUhgLBC>,0.9418626,1
1401,<18317631.1075847463082.JavaMail.evans@thyme>,0.019610437,0
1402,<11586841.1075854843022.JavaMail.evans@thyme>,0.0073899943,0
1403,<55DA5264CE16D41186F600D0B74D6B09247276@KBS01>,0.036874063,0
1404,<20061214104211.04CE1C339A6@p15153985.pureserver.info>,0.99814165,1
1405,<8098704.1075841313777.JavaMail.evans@thyme>,0.0045548053,0
1406,<BS8AmmDnSFW7Pob9ZSCqjg@geopod-ismtpd-14>,0.00088707433,0
1407,,0.99026555,1
1408,,0.99883634,1
1409,<31993476.1075846236906.JavaMail.evans@thyme>,0.0073899943,0
1410,<20160403133858.892CF4C490CC@postmaster.acculex.net>,0.9947694,1
1411,<20231023021909.996A2F912563F29F@monkey.org>,0.99060726,1
1412,<010e01c23c88$446b59a0$f2812d40@landshark>,0.22905463,0
1413,<200207271804.g6RI4X018889@relay2>,0.80204135,1
1414,<28638067.1075843062272.JavaMail.evans@thyme>,0.0045548053,0
1415,<NdJUvFcqTr-QCL_Y63oHcQ@geopod-ismtpd-9>,0.0022767445,0
1416,<bMZ9PGI3QC-vyOZYjUlIWg@geopod-ismtpd-0>,0.0067011327,0
1417,<20220907221939.BF8E34DBD1D0D7E0@asiatldes.com>,0.9978417,1
1418,<45DD8CCF00086CDB@ims1.edisontel.com>,0.99781334,1
1419,<E1jEZUf-0004tI-Ph@ctw2.claimtheweb.com>,0.98977154,1
1420,<01000188b40e422f-a9ef315a-fad2-4517-acef-0f1b4ff56896-000000@email.amazonses.com>,0.0038877549,0
1421,<E1CnJGT-0006yI-NE@server2.pe-servers.com>,0.9958717,1
1422,<27962651.1075854170014.JavaMail.evans@thyme>,0.0073899943,0
1423,<24359772.1075841014206.JavaMail.evans@thyme>,0.006455267,0
1424,,0.9981996,1
1425,<200601061632.k06GW4R2011369@brazil.mail.UM>,0.9974808,1
1426,<BAY7-F244727052DDF6BB82799E9C05B0@phx.gbl>,0.99744594,1
1427,<20020803002445.B28892@ie.suberic.net>,0.0012084881,0
1428,<20020801024141.A1980@excalibur.research.wombat.ie>,0.016338948,0
1429,<20230530000257.B06DA0FBE3ADCD40@utilitycertification.com>,0.9826847,1
1430,<1127845715.43398f5341f71@imp1-g19.free.fr>,0.9980368,1
1431,<18452733.1075857668341.JavaMail.evans@thyme>,0.0038386541,0
1432,<E17Wosk-0006Jx-00@cpu59.osdn.com>,0.16887619,0
1433,<20201120204413.40BFA7F7A222BB41@pavementsmaterials.co.za>,0.99433714,1
1434,<20061110115007.79042.qmail@web27104.mail.ukl.yahoo.com>,0.9967539,1
1435,<170292371427.2752.1447671967954571860@WIN-HM6FI4VOIEP>,0.970487,1
1436,<200608311709.k7VH9ven029046@chaos.mail.UM>,0.99863064,1
1437,<200305191256.h4JCuPiN020717@cs.CU>,0.99653816,1
1438,<4980496.1075852919277.JavaMail.evans@thyme>,0.0051467917,0
1439,<20151103092041.MYKQ3878.fep01.xtra.co.nz@[192.168.3.2]>,0.99178207,1
1440,<1514473.1075841991704.JavaMail.evans@thyme>,0.0038386541,0
1441,<31193096.1075857746389.JavaMail.evans@thyme>,0.0073899943,0
1442,<9567132.1075845660753.JavaMail.evans@thyme>,0.019610437,0
1443,,0.99708,1
1444,<0D443C91DCE9CD40B1C795BA222A729E01885602@milexc01.maxtor.com>,0.02441156,0
1445,<28024181.1075840851307.JavaMail.evans@thyme>,0.003276545,0
1446,<13210884.1075853985925.JavaMail.evans@thyme>,0.0051467917,0
1447,<17409959.1075858203342.JavaMail.evans@thyme>,0.019610437,0
1448,<200205271355.g4RDtCe14573@dogma.slashnull.org>,0.92877,1
1449,<1320.196.220.6.126.1180637012.squirrel@easilymail.co.uk>,0.9977447,1
1450,<U3PFNbSPSdqrG_xS6HvZ9Q@geopod-ismtpd-38>,0.001661344,0
1451,<0100017d7ab1677f-dff4893d-ff4a-4929-a1e4-9dfbbef8fa60-000000@email.amazonses.com>,0.005926154,0
1452,<20170712002806.684C675E970@zmtasg2.jfc.com.ph>,0.9951911,1
1453,<0MKv22-1E81qK0vSA-0000Nu@mx.perfora.net>,0.9876208,1
