index,email_id,phishing_probability,label
715,<720828.1075853903690.JavaMail.evans@thyme>,0.0029323213,0
715,<m2lm7ygw6w.fsf@maya.dyndns.org>,0.023177274,0
716,<20020809194731.2051.qmail@web21110.mail.yahoo.com>,0.005468344,0
716,<200602201054.k1KAsjpd015702@sleepers.mail.UM>,0.99696016,1
717,<25861732.1075840337084.JavaMail.evans@thyme>,0.012414434,0
717,<19004666.1075854983698.JavaMail.evans@thyme>,0.0013593115,0
718,<32211722.1075844824367.JavaMail.evans@thyme>,0.005179145,0
718,<22621474.1075841421700.JavaMail.evans@thyme>,0.001127536,0
719,<18216984.1075854469483.JavaMail.evans@thyme>,0.0018246103,0
719,<201511050954.tA59sBjE014770@www.e5.physik.tu-dortmund.de>,0.99826485,1
720,<200408210653.i7L6rDR29848@tightrope.mr.itd.UM>,0.99718,1
720,<20200228141554.40E1C087C5B1FA06@secure.com>,0.99892503,1
721,<3DA12334.2010705@punkass.com>,0.007633088,0
721,<11508565.1075847104111.JavaMail.evans@thyme>,0.00091867713,0
722,<31826353.1075858366259.JavaMail.evans@thyme>,0.0013593115,0
722,<989378CE-B237-11D6-90D8-000393A46DEA@alumni.caltech.edu>,0.2118142,0
723,<1170002584.45bcd298d9915@imp.free.fr>,0.9979956,1
723,<trt8qd9LjV$196.207.205.195$.449148c6.883d9.352b.5193@yuma.onspeed.com>,0.9942439,1
724,<12080471.1075846179529.JavaMail.evans@thyme>,0.005179145,0
724,<200207220748.g6M7mnp08573@mandark.labs.netnoteinc.com>,0.5942907,1
725,<20060202064454.2706.qmail@web8215.mail.in.yahoo.com>,0.9987128,1
725,<200208072157.WAA26408@webnote.net>,0.99911577,1
726,<LISTMANAGERSQL-2534368-1682723-2002.07.18-09.57.34--qqqqqqqqqq-lg#spamassassin.taint.org@sprocket.lockergnome.com>,0.004016074,0
726,<28661739.1075862424071.JavaMail.evans@thyme>,0.0018246103,0
727,<31157551.1075861182789.JavaMail.evans@thyme>,0.0018246103,0
727,<23249126.1075852531657.JavaMail.evans@thyme>,0.0009042106,0
728,<5835732.1075853076522.JavaMail.evans@thyme>,0.0009042106,0
728,,0.999613,1
729,<28170779.1075855600844.JavaMail.evans@thyme>,0.0018246103,0
729,<0100017e2489dc04-700c0e89-b587-4563-99e1-823a4353db37-000000@email.amazonses.com>,0.008015428,0
730,<200205221902.g4MJ2sd11918@smtp2>,0.94047844,1
730,<20170811135811.D5924B1278647295@webmaster.com>,0.99908054,1
731,<14509960.1075854316762.JavaMail.evans@thyme>,0.0010703258,0
731,<20160226101713.8AAC234533@relay-5.dlfw.twtelecom.net>,0.96795505,1
732,<Pine.LNX.4.33.0208271708580.10823-100000@watcher.mithral.com>,0.0016059721,0
732,<000c01c26347$730dd770$0200a8c0@JMHALL>,0.0011475092,0
733,<20020904145120.253131BED4@oak.ein.cz>,0.1813393,1
733,,0.99885654,1
734,<15958073.1075847114975.JavaMail.evans@thyme>,0.0018246103,0
734,<20230602004943.0B45D295B97A3833@onlineaviso.com>,0.998885,1
735,<CALskBLAha5pdEjB9J8T9ZaQTrZeoTzt=skuiDV0euGQFaMx6+g@mail.gmail.com>,0.9577635,0
735,<22061872.1075846283355.JavaMail.evans@thyme>,0.0012139156,0
736,<14089221.1075842005013.JavaMail.evans@thyme>,0.0018246103,0
736,<25269683.1075840661778.JavaMail.evans@thyme>,0.0018246103,0
737,<2119021.1075852682980.JavaMail.evans@thyme>,0.00091867713,0
737,<17153558.1075851628566.JavaMail.evans@thyme>,0.0013593115,0
738,<17532752.1075860435044.JavaMail.evans@thyme>,0.0018246103,0
738,<02572024083106CB383144B5-B8248788F6@keilnlockey.com>,0.9973131,1
739,<E17f141-00043a-00@usw-sf-list2.sourceforge.net>,0.32591045,0
739,<20181205161927.AE46275DF8094453@indovision.tv>,0.9969025,1
740,,0.9988192,1
740,<20230320054738.9F7F1AFF7FD9DAE6@muianhost.pw>,0.99884135,1
741,<200603021456.k22EuiG13028@umusic.co.uk>,0.9953435,1
741,<200209240800.g8O80ZC26622@dogma.slashnull.org>,0.039693758,0
742,<E1G331q-000BK0-C2@web11.uh-hosting.co.uk>,0.9944977,1
742,<200207190320.g6J3KiR04153@mandark.labs.netnoteinc.com>,0.8636496,1
743,<0kBEmSmaSfKEwGqz2C_V-w@geopod-ismtpd-3-1>,0.9972916,1
743,,0.9994062,1
744,<0100017b537d4774-705dc5ff-6781-41f3-bddc-fb3078034852-000000@email.amazonses.com>,0.008015428,0
744,<3D53F935.2020704@cse.ucsc.edu>,0.012333208,0
745,<200209121922.MAA07568@maltesecat>,0.051555812,0
745,<19887951.1075855872947.JavaMail.evans@thyme>,0.005179145,0
746,<19041.1032773013@munnari.OZ.AU>,0.0038481457,0
746,<30386365.1075855693824.JavaMail.evans@thyme>,0.0013593115,0
747,<44470.1075858516966.JavaMail.evans@thyme>,0.006431356,0
747,<NGEJLIBHKCAGGNGEGNJOMECHCAAA.zeez@eircom.net>,0.21881264,0
748,<16680971951.20020930182931@magnesium.net>,0.0013818818,0
748,<01000178519e5dd9-72b8ddf2-fdda-47df-aadd-844a8d03e6e4-000000@email.amazonses.com>,0.972007,0
749,<D27C2881-B909-11D6-9880-00039344DDD6@ordersomewherechaos.com>,0.051311404,0
749,<20324083.1075854609017.JavaMail.evans@thyme>,0.0018246103,0
750,<0000645e4778$00005d9c$000045e6@mail2.uol.com.co>,0.9993048,1
750,<20190425133506.52074108E0C82@mail.mega.bw>,0.99536645,1
751,<24974895.1075857177346.JavaMail.evans@thyme>,0.0018246103,0
751,<200209300801.g8U81lg21373@dogma.slashnull.org>,0.039693758,0
752,<21587838.1075843452863.JavaMail.evans@thyme>,0.0013593115,0
752,<200303092154.h29LsbS03533@spacecowboys.mr.itd.UM>,0.997431,1
753,<Pine.OSF.4.44.0208281659320.3984-100000@falcon.dickinson.edu>,0.028668545,0
753,<15115882.1075860394318.JavaMail.evans@thyme>,0.0018246103,0
754,<LEMP-ANTHONY-DCPNTA000056b2@Lemp-Anthony-DC.Lemp-Anthony.com>,0.9982741,1
754,<00005b3a069c$000029c4$00006e84@>,0.9937849,1
755,<31989836.1075851975121.JavaMail.evans@thyme>,0.0012139156,0
755,<23608800.1075843593374.JavaMail.evans@thyme>,0.0013593115,0
756,<AMEPKEBLDJJCCDEJHAMIGEGEFFAA.ejw@cse.ucsc.edu>,0.04820924,0
756,<BAY103-F5376E4458A7AAA6DAC09DA2840@phx.gbl>,0.99833834,1
757,<200209260801.g8Q81uC06504@dogma.slashnull.org>,0.039693758,0
757,<200501181258.j0ICwaeR019070@flawless.mail.UM>,0.99227214,1
758,<200403021336.i22DahAH009063@informer.mr.itd.UM>,0.9988722,1
758,<DM2PR0501MB8429FA522FBED2E5B5A9116DC920@DM2PR0501MB842.namprd05.prod.outlook.com>,0.9988876,1
759,<11130CD0659648C7A9F6E7274F581D93@myzmec>,0.86910164,1
759,<Pine.LNX.4.44.0210011026020.19273-100000@urgent.rug.ac.be>,0.0015576592,0
760,<26780179.1075861815065.JavaMail.evans@thyme>,0.07148092,0
760,<26.1F.40302.C8052C56@is.mta1vrest.cc.prd.sparkpost>,0.009146953,0
761,<200407061154.i66BsBCv030464@escape.mr.itd.UM>,0.99742436,1
761,<20060427095308.19036.qmail@web25913.mail.ukl.yahoo.com>,0.9990368,1
762,<253042.1075862163383.JavaMail.evans@thyme>,0.0079656,0
762,<200309031427.h83ERcp28572@tnt.isi.edu>,0.99164444,1
763,<7527952.1075863727735.JavaMail.evans@thyme>,0.0013593115,0
763,<d3.11f46440.2abb2d74@aol.com>,0.16298811,0
764,,0.9984188,1
764,<IP-223-109mlX6u1Wy900025dad@IP-223-109.dataclub.biz>,0.99890757,1
765,<200209171431.PAA13481@lugh.tuatha.org>,0.65279526,1
765,<13593582.1075852616074.JavaMail.evans@thyme>,0.005179145,0
766,<55DA5264CE16D41186F600D0B74D6B092472BC@KBS01>,0.02128694,0
766,<3D72A81A.1010901@barrera.org>,0.0064899046,0
767,<m3y9c2yrr1.fsf@localhost.localdomain>,0.00050410716,0
767,<939127.1075841098229.JavaMail.evans@thyme>,0.0029323213,0
768,<200208290358.03815.eh@mad.scientist.com>,0.016688317,0
768,<6277809.1075845105784.JavaMail.evans@thyme>,0.012414434,0
769,<20180801111453.E93281EB4E@albergue-unix1c.sarenet.es>,0.9978859,1
769,<20060406064507.A7F10C0BA@krusty.si.UM>,0.9974022,1
770,<4171183.1075847417813.JavaMail.evans@thyme>,0.0012139156,0
770,<20020724025633.7EF36125E0E@linux04.axis.lt>,0.5253527,1
771,<p05111a31b9653f99ce1f@[66.149.49.6]>,0.04427157,0
771,<CRC-ACOjIL2jpWkfb8100001f80@CRC-AC.camargo.local>,0.99666035,1
772,<17376433.1075840796610.JavaMail.evans@thyme>,0.005179145,0
772,<6EA7567E-BC2D-11D6-9CA1-00306565A7B2@linkcreations.com.mx>,0.005647379,0
773,<1120863.1075863380108.JavaMail.evans@thyme>,0.0036876043,0
773,<200401210052.i0L0qIu9018738@threefriends.mr.itd.UM>,0.9979925,1
774,<26728135.1075841022456.JavaMail.evans@thyme>,0.0015892514,0
774,<9oIz3X3lS068SFibiL7bvw@geopod-ismtpd-38>,0.007469709,0
775,<E1GkhJn-00078N-00@relay.mixmail.com>,0.9994259,1
775,<23809135.1075846087063.JavaMail.evans@thyme>,0.00299849,0
776,<ROctSmHCQ-qJQ9DsnZM1_w@geopod-ismtpd-14>,0.004114663,0
776,<23960819.1075845156571.JavaMail.evans@thyme>,0.005179145,0
777,,0.99885654,1
777,<20180827035047.A34B480BC361310E@Nedbank.co.za>,0.97244805,1
778,<6367.1033569248@dimebox.bmc.com>,0.0010533745,0
778,<7087509.1026911143491.JavaMail.root@abv-sfo1-ac-agent2>,0.006252718,0
779,<20240627210130.89a1010760477709@cio56239.tryhackme.com>,0.0080882,0
779,<m2vg4jge1s.fsf@maya.dyndns.org>,0.013975028,0
780,<27080284.1075842923592.JavaMail.evans@thyme>,0.0018246103,0
780,<2972067.1075842122659.JavaMail.evans@thyme>,0.005179145,0
781,<3419287.1075854774453.JavaMail.evans@thyme>,0.0018246103,0
781,<7348658.1075847540529.JavaMail.evans@thyme>,0.0018246103,0
782,<0100017c4fb508c3-31042b72-e1d7-4c89-9b20-64e5b3d6803a-000000@email.amazonses.com>,0.008983901,0
782,<6161690.1075858848646.JavaMail.evans@thyme>,0.005179145,0
783,<20250312100000.83184b87c0d9a2a7@cio56239.tryhackme.com>,0.02286919,0
783,<15954474.1075856269605.JavaMail.evans@thyme>,0.0018246103,0
784,<20020730170021.4ee67dc2.ralf@camperquake.de>,0.0059529166,0
784,<32076558.1075843676657.JavaMail.evans@thyme>,0.0013593115,0
785,<4067168.1075854316557.JavaMail.evans@thyme>,0.0013593115,0
785,<002e74d25a1c$8336e1d8$8ac18ac4@vbuyao>,0.9899546,1
786,<19143532.1075856570634.JavaMail.evans@thyme>,0.0012333309,0
786,<23186925.1075861654714.JavaMail.evans@thyme>,0.0013593115,0
787,<15842.34920.583131.72086@montanaro.dyndns.org>,0.004061449,0
787,<8563550.1075856407070.JavaMail.evans@thyme>,0.005179145,0
788,<200209270800.g8R80tg00728@dogma.slashnull.org>,0.039693758,0
788,<cc1b58410705031240m4fd50d3aq4ab0ba2fe6a725c2@mail.gmail.com>,0.9783668,1
789,<22773548.1075843046612.JavaMail.evans@thyme>,0.0012139156,0
789,,0.9987062,1
790,<20200723034110.594180011FD74E9F@hebei-packaging.com>,0.99921894,1
790,<E1FXs1x-0001B7-R5@websitebox.websitebox.net>,0.99885714,1
791,<20180305154552.3B69654F2ED32D82@icloud.com>,0.9989446,1
791,<200207210823.g6L8N0sC078493@user2.pro-ns.net>,0.6792672,1
792,<1506446647db64ab7fa35b7402d87843540e508b85_@amexp.com>,0.9894154,1
792,<E1ZbHr3-0000sB-QS@ns1.flamewebhosting.com>,0.9976241,1
793,<21240058.1075851946340.JavaMail.evans@thyme>,0.0012333309,0
793,<29848406.1075843467116.JavaMail.evans@thyme>,0.0018246103,0
794,<20160529192334.2BE7E93D60A56EBF@approject.com>,0.998936,1
794,,0.9957437,1
795,<V1zJTJQ5Tv6rXaOdFZnHlw@geopod-ismtpd-36>,0.0036305995,0
795,<20180304212751.50178F090AD9825A@ykpaoschool.cn>,0.999141,1
796,<200402161452.i1GEqTK29053@tightrope.mr.itd.UM>,0.99742436,1
796,<68f12a052d17fb077c53ad1213be5bec@pxsend.com>,0.9970425,1
797,<30822169.1075850355981.JavaMail.evans@thyme>,0.005179145,0
797,<p05111a3db98449fb8920@[66.149.49.6]>,0.0015459793,0
798,<25288943.1075841779058.JavaMail.evans@thyme>,0.0018246103,0
798,<242.662543.853339@cable.net.co>,0.9986707,1
799,<5.1.1.6.0.20020823001344.0302c548@dogma.slashnull.org>,0.014685311,0
799,<205267.1075841217077.JavaMail.evans@thyme>,0.0029323213,0
800,<16372469.1075861634673.JavaMail.evans@thyme>,0.0013593115,0
800,<aj9df9$41h$1@main.gmane.org>,0.016418234,0
801,<ed7150aa5bd32d7b62c1841431b78c97users@mgmt.com>,0.99859554,1
801,<23c7401c255f5$b58fe4d0$6b01a8c0@insuranceiq.com>,0.9940633,1
802,<m2k7nkojdi.fsf@maya.dyndns.org>,0.023177274,0
802,<F5.C1.49050.F84C1676@i-05a8c215eab7f7527.mta1vrest.sd.prd.sparkpost>,0.012075866,0
803,<3820166.1075853801324.JavaMail.evans@thyme>,0.0018246103,0
803,<200303251225.h2PCPnQ16972@enforcer.mr.itd.UM>,0.9967043,1
804,<200507261503.j6QF3KlD008538@sleepers.mail.UM>,0.99696016,1
804,,0.9987453,1
805,<15379609.1075849617728.JavaMail.evans@thyme>,0.0018246103,0
805,<14126568.1075854047190.JavaMail.evans@thyme>,0.0009042106,0
806,<1309067.1075845694360.JavaMail.evans@thyme>,0.00299849,0
806,<9761581.1075847868805.JavaMail.evans@thyme>,0.0018246103,0
807,<4543B105.4340470B.7469F272@netscape.net>,0.36557573,1
807,<17124084.1075860082588.JavaMail.evans@thyme>,0.0018246103,0
808,<14238987.1075841318108.JavaMail.evans@thyme>,0.0018246103,0
808,<200210070800.g9780pK23310@dogma.slashnull.org>,0.039693758,0
809,<63370f5717c5510ffabb9e45b10ca859@erkdental.com>,0.996669,1
809,<1170329590.45c1cff6504bf@webmail.basilicatanet.it>,0.9986952,1
810,<9617484.1075852529776.JavaMail.evans@thyme>,0.0013593115,0
810,<20061129143634.i2dhdgvuckw8gsck@webmail.uwnet.nl>,0.9986952,1
811,<200209051908.g85J8bb57967@min.net>,0.017288588,0
811,<20160312140451.9F9BA13B87F4@mail.gmail20.cn4e.com>,0.99774724,1
812,<E1Hzuyn-0002p4-1e@host.webdesignsbyjeffrey.com>,0.9955532,1
812,,0.9977049,1
813,<200301271737.h0RHbqV23636@suddenimpact.mr.itd.UM>,0.997431,1
813,<20060322172842.1B880C046@krusty.si.UM>,0.99812776,1
814,<tlF12nb7SAqxU5xzpAPMCg@geopod-ismtpd-30>,0.0061271903,0
814,<200511222126.jAMLQD1b028744@score.mail.UM>,0.9967043,1
815,<20230216231709.1D0E74CACBBC5343@linsange.com>,0.9971193,1
815,<20210705061028.995F06A724BA1C8F@monkey.org>,0.99901557,1
816,<200309280943.h8S9hZD15889@bloodwork.mr.itd.UM>,0.99840635,1
816,<172684411716.41040.14656511649534375617@afigroups.com>,0.9994388,1
817,<7283524.1075841499129.JavaMail.evans@thyme>,0.0018246103,0
817,<20241201051043F4799878C2-6E0AFCCF82@angsaraya.com>,0.9949927,1
818,<200403161104.i2GB4Tv9013547@torba.com>,0.99434316,1
818,<200408251637.i7PGbFvs002247@granny.mr.itd.UM>,0.9986035,1
819,<26070839.1075841084359.JavaMail.evans@thyme>,0.005179145,0
819,<31278737.1075852052412.JavaMail.evans@thyme>,0.0018246103,0
820,<20060504024206.21855.qmail@web15709.mail.cnb.yahoo.com>,0.99828476,1
820,<BAY112-F18D1396C05268F7891D53BFC210@phx.gbl>,0.9983925,1
821,,0.9986223,1
821,<14638.212.165.142.179.1175525231.squirrel@dwhs185.dwhs.net>,0.9982723,1
822,<27239768.1075845550505.JavaMail.evans@thyme>,0.0018246103,0
822,<200209241808.g8OI8LM8068943@schooner.loverso.southborough.ma.us>,0.0022550914,0
823,<20020812174932.58511.qmail@web13904.mail.yahoo.com>,0.19351396,0
823,<3775189.1075841025319.JavaMail.evans@thyme>,0.0015892514,0
824,<200209240800.g8O80ZC26619@dogma.slashnull.org>,0.039693758,0
824,<LISTMANAGERSQL-2534370-1689015-2002.07.22-21.13.27--qqqqqqqqqq-lg#spamassassin.taint.org@sprocket.lockergnome.com>,0.0042856294,0
825,<10894526.1075861431435.JavaMail.evans@thyme>,0.0013593115,0
825,<20020920181118.A17344@bonzo.nirvana>,0.0011762987,0
826,<17476903.1075853934486.JavaMail.evans@thyme>,0.0018246103,0
826,<200602192042.k1JKgiKM024444@panther.mail.UM>,0.9967043,1
827,<200208051411.g75EBOX31345@efes.daimi.au.dk>,0.23336408,0
827,<18051630.1075858921597.JavaMail.evans@thyme>,0.005179145,0
828,<0rkrkDO9QHeK1y5VgCue2Q@geopod-ismtpd-2>,0.006833437,0
828,<20241218004100.9297.qmail@kaigo-plus.jp>,0.9989446,1
829,<12539264.1075861606910.JavaMail.evans@thyme>,0.002584191,0
829,<20021002224620.6d4fc92f.matthias@rpmforge.net>,0.018925535,0
830,<0100018c20a4b238-0b70c016-b447-478c-9185-cc8d47571c42-000000@email.amazonses.com>,0.008983901,0
830,<17915808.1075858477200.JavaMail.evans@thyme>,0.0018246103,0
831,<200208021519.g72FJWfE001695@sionnach.ireland.sun.com>,0.004907587,0
831,<001b01c24a76$315c63d0$e600000a@XENON16>,0.06392574,0
832,<200208031410.g73EA3X32633@linux.local>,0.002089834,0
832,<20021002030039.706c6eca.kilroy@kamakiriad.com>,0.0059529166,0
833,<28481121.1075845704414.JavaMail.evans@thyme>,0.0018246103,0
833,<001301c233e4$b75d4ba0$7c640f0a@mfc.corp.mckee.com>,0.022147331,0
834,<200207210102.g6L121X21767@linux.local>,0.0014065243,0
834,<XG9CLkFIQrmkbYiB-1cf_w@ismtpd0001p1hnd1.sendgrid.net>,0.9988782,1
835,<1147732.1075858574051.JavaMail.evans@thyme>,0.0007499762,0
835,<0000360207c8$0000590f$00000036@smtp-gw-4.msn.com>,0.9932861,1
836,<21431953.1075854952427.JavaMail.evans@thyme>,0.0009042106,0
836,<10516754.1075853098455.JavaMail.evans@thyme>,0.0009042106,0
837,<HPawHab8Ttq31atWZQU2ow@geopod-ismtpd-21>,0.0012595712,0
837,,0.9905972,1
838,<031a71a07d1c$2642e6c2$4cb43cc2@aethlr>,0.9988273,1
838,<026b53c53b0c$7327c3e1$5ee66dc8@aaqrcc>,0.97839624,1
839,<24192593.1075839976417.JavaMail.evans@thyme>,0.0014368457,0
839,<30131796.1075854143061.JavaMail.evans@thyme>,0.00299849,0
840,<200210050800.g9580WK02535@dogma.slashnull.org>,0.039693758,0
840,<20200620012426.9A70A848498EE0B5@hawairesort.com>,0.99894875,1
841,<Pine.LNX.4.44.0207271732150.27125-100000@isolnetsux.techmonkeys.net>,0.0013947928,0
841,<20021009102823.0e442ee6.ralf@camperquake.de>,0.0059529166,0
842,<200209220256.DAA10727@webnote.net>,0.52473354,1
842,<36tSjgJERGieJ8pRnUBgBLiLOsGAEum1XOgZEUuUis@mail-qv1-9719.google.com>,0.99713767,1
843,<32378066.1075841839662.JavaMail.evans@thyme>,0.0012139156,0
843,<10026383.1075846803067.JavaMail.evans@thyme>,0.005179145,0
844,<29591074.1075844292474.JavaMail.evans@thyme>,0.0018246103,0
844,<3D539DDA.8060506@waider.ie>,0.0037692455,0
845,<6441879.1075862044686.JavaMail.evans@thyme>,0.0010703258,0
845,,0.98226744,1
846,<CAKF+1p_GeF=faE9-eHeKQ_uzNkMO_s94TpLWRYJn=ww+S5_rAw@mail.gmail.com>,0.97589636,1
846,<201601021938.u02IvLeI031531@smtp02.atlngahp.sys.nuvox.net>,0.9971621,1
847,<20020720181512.D23917@ie.suberic.net>,0.000519675,0
847,<FB.15.10132.BCF3DA46@he.mta1vrest.cc.prd.sparkpost>,0.008943515,0
848,<006701c2476a$64297820$ac0305c0@ciaran>,0.016370168,0
848,<29520.1032009778@dimebox>,0.0043163868,0
849,<22318869.1075862211426.JavaMail.evans@thyme>,0.0018246103,0
849,<26370033.1075841936725.JavaMail.evans@thyme>,0.0018246103,0
850,<12442024082823860A6EC12C$FB242F3A1D@waventuress-ng.com>,0.9875608,1
850,<200508111156.j7BBuGOp013364@greetings.mail.UM>,0.9967043,1
851,<12215526.1075841863890.JavaMail.evans@thyme>,0.0018246103,0
851,<22072380.1075841231913.JavaMail.evans@thyme>,0.005179145,0
852,<25901708.1075859417903.JavaMail.evans@thyme>,0.005179145,0
852,<20160526212047.Horde.prvIsoxqAmUVEgU9FOUG83M@gfbonline.ml>,0.9986517,1
853,,0.9987062,1
853,<200412312017.iBVKHTLq002660@opus07.register.it>,0.9988926,1
854,<Pine.BSO.4.44.0207231232030.22846-100000@crank.slack.net>,0.000957887,0
854,<200607190026.k6J0Q0M29547@plus47.host4u.net>,0.99838495,1
855,<I-0-270241-5399979-2-24365-DE1-FE8DD260@xmr3.com>,0.9390514,0
855,<4837269.1075851015128.JavaMail.evans@thyme>,0.0018246103,0
856,<24013050.1075859928216.JavaMail.evans@thyme>,0.0018246103,0
856,<1782175.1075853251386.JavaMail.evans@thyme>,0.0018246103,0
857,<26584682.1075853052652.JavaMail.evans@thyme>,0.0012333309,0
857,<W_Ct3aoYTLqIVyLUJIKoMw@geopod-ismtpd-28>,0.0035509109,0
858,<Pine.LNX.4.33.0208112046550.3981-100000@hydrogen.leitl.org>,0.0024856061,0
858,<3DEAA212.DB1DB03@mindspring.com>,0.017088825,0
859,<LNBBLJKPBEHFEDALKOLCEEOJBCAB.tim.one@comcast.net>,0.009247501,0
859,<361642.44586.qm@web45602.mail.sp1.yahoo.com>,0.99800605,1
860,<20020201165435.C11472@cs.helsinki.fi>,0.0011762987,0
860,<27602111.1075854475005.JavaMail.evans@thyme>,0.005656885,0
861,<KNrn8MSl1ikTUkwGw4GRHUqsNq3HmJ@mikecordle.com>,0.8569505,1
861,<E1H4cfI-0006OY-Ju@orion.interservers.com>,0.9944977,1
862,<15292252.1075852108359.JavaMail.evans@thyme>,0.005179145,0
862,<200609051620.k85GKorN016505@post.webmailer.de>,0.995909,1
863,<20021204113632.15866.qmail@mail.hosting365.ie>,0.005636152,0
863,<200210100804.g9A84QK14194@dogma.slashnull.org>,0.039693758,0
864,<08B81723-AE85-11D6-A682-000393A46DEA@KnowNow.com>,0.0022543771,0
864,<oOuHKb0zRcOlPI0FBCMl-w@geopod-ismtpd-5-5>,0.9914044,1
865,<25936068.1075841761963.JavaMail.evans@thyme>,0.0018246103,0
865,<200210070800.g9780pK23304@dogma.slashnull.org>,0.039693758,0
866,<20190522030714.538567F660A4D8B8@emiratesnbd.com>,0.9990484,1
866,<51925.212.100.250.225.1179453737.squirrel@webmail.ewol.com>,0.998348,1
867,<BF9AAFF608E0E54C82578F38C065F86DB3022603@ITS-HCWNEM108.ds.vanderbilt.edu>,0.9612813,1
867,<courier.468A2762.00001495@server738.peel3.com>,0.9956495,1
868,<2054531.1075853849970.JavaMail.evans@thyme>,0.0013593115,0
868,<1080166394.406207fa3f1c4@www.postino.punto.it>,0.99027133,1
869,<Pine.LNX.4.44.0208262055420.6941-100000@guest1.mews>,0.0015043111,0
869,<21189423.1075851852426.JavaMail.evans@thyme>,0.0018246103,0
870,<2533893.1075841714615.JavaMail.evans@thyme>,0.0018246103,0
870,<28867579.1075847158086.JavaMail.evans@thyme>,0.0018246103,0
871,<rQLjMfpiSyi9Mgn_UnaK-A@geopod-ismtpd-18>,0.0028051652,0
871,<29051962.1075851918997.JavaMail.evans@thyme>,0.0014368457,0
872,<200210100800.g9A803K13838@dogma.slashnull.org>,0.039693758,0
872,<031901c26055$f4aefab0$0300a8c0@oracle>,0.4680396,0
873,<10276405.1075862291203.JavaMail.evans@thyme>,0.0012139156,0
873,<E17mPRE-0001mo-01@cpu59.osdn.com>,0.114444666,0
874,<200601162018.k0GKIp5E023929@chaos.mail.UM>,0.9984388,1
874,<00005f0451eb$00007664$00004fc3@btamail.net.cn>,0.9968459,1
875,<m2y9b5bhq6.fsf@maya.dyndns.org>,0.053484056,0
875,<10832607.1075844473924.JavaMail.evans@thyme>,0.0018868515,0
876,<200703192210.l2JMAqYX019988@jacknife.mail.UM>,0.9967043,1
876,<1220666c5e0fdd647d2f23e8f6c9b4e5@www.cds-profil.ch>,0.9990144,1
877,<22240046.1075842019231.JavaMail.evans@thyme>,0.0013593115,0
877,<30038413.1075843101491.JavaMail.evans@thyme>,0.0012333309,0
878,<010b018b864c65d1-bd1e9aeb-c8a7-4d29-a8c9-13b4f81a5273-000000@eu-west-2.amazonses.com>,0.9964043,1
878,<48b6d4919b.4919b48b6d@email.bigpond.com>,0.99652076,1
879,<32339154.1075858303150.JavaMail.evans@thyme>,0.0018246103,0
879,<23309165.1075840820700.JavaMail.evans@thyme>,0.00091867713,0
880,<30502949.1075844549688.JavaMail.evans@thyme>,0.0018246103,0
880,<20190307082632.8D06ED4C89F71B69@one-email.com>,0.9989446,1
881,<24685071.1075840473553.JavaMail.evans@thyme>,0.0010703258,0
881,<200210030801.g9381xK20013@dogma.slashnull.org>,0.039693758,0
882,<10587297.1075848310102.JavaMail.evans@thyme>,0.0013593115,0
882,<200210090800.g9980uK25233@dogma.slashnull.org>,0.039693758,0
883,<5f9e57bd-5bac-418e-a18e-e1bae3efd58c@cdg3s51mta10.xt.local>,0.97410643,1
883,,0.99936503,1
884,<24514035.1075856335838.JavaMail.evans@thyme>,0.0012139156,0
884,<14254046.1075841886372.JavaMail.evans@thyme>,0.0013593115,0
885,<200602070420.k174K6pd015695@sleepers.mail.UM>,0.9967043,1
885,<200407210858.i6L8waa9024856@smtp.eecs.UM>,0.9899165,1
886,<12440549.1075854437588.JavaMail.evans@thyme>,0.0012333309,0
886,<200209250803.g8P83hC18339@dogma.slashnull.org>,0.039693758,0
887,,0.99841774,1
887,<200204131452.g3DEqjD30492@mandark.labs.netnoteinc.com>,0.8731032,1
888,<32392044.1075847607743.JavaMail.evans@thyme>,0.0018246103,0
888,<EBEDJOALNPEIOACFPPNLEEIACJAA.laurie@primal.ucdavis.edu>,0.044397183,0
889,<1028157023.3371.1.camel@10-0-0-223.boston.ximian.com>,0.0025132082,0
889,<30844151.1075844473949.JavaMail.evans@thyme>,0.005179145,0
890,<1034013325.8419.88.camel@bobcat.ods.org>,0.21346873,0
890,<18418409.1075840459622.JavaMail.evans@thyme>,0.0018246103,0
891,<16418282.1075841899024.JavaMail.evans@thyme>,0.0018246103,0
891,<OE32DGAIXWb9DYccSN000001234@hotmail.com>,0.7031042,0
892,<3DlzeX5SbSIeEh0>,0.9936009,1
892,<00006bfa2dcc$000036f2$000053a7@mx1.mail.yahoo.com>,0.9938944,1
893,<000057ae11be$00006459$00006480@mercadobr.com>,0.97628057,1
893,<200209242028.NAA07757@maltesecat>,0.0023855474,0
894,,0.9996706,1
894,<000017883573$000063da$00002752@btamail.net.cn>,0.9935976,1
895,<32513605.1075845760036.JavaMail.evans@thyme>,0.004473083,0
895,<200210030801.g9381vK20008@dogma.slashnull.org>,0.039693758,0
896,<E17n8OD-0004mu-01@cpu59.osdn.com>,0.11660979,0
896,<20191002135203.48A3AF4889EA81BA@we-transfer.com>,0.9990484,1
897,<T5Yo3TEeQXu3o7yGvzSu3g@geopod-ismtpd-18>,0.0053794016,0
897,<4112-22002612418718720@p7q1e>,0.9795027,0
