id,phishing_probability,predicted_label,true_label
61664,0.15869717,0,0
12243,0.17447133,0,1
60023,0.06770303,0,0
19181,0.99917406,1,1
5519,0.7794435,1,1
49178,0.25990564,0,0
46922,0.0044970093,0,0
21207,0.9048862,1,1
24685,0.8950027,1,1
3498,0.5934249,1,1
32038,0.74323225,1,1
78205,0.016234575,0,0
16881,0.9891928,1,1
62457,0.33054703,0,0
76450,0.034066744,0,0
12737,0.85718644,1,1
9224,0.9477701,1,1
22949,0.946571,1,1
47792,0.23648256,0,0
488,0.96565485,1,1
33283,0.9783272,1,1
19806,0.9747706,1,1
35259,0.9106103,1,1
75392,0.024091635,0,0
31928,0.99045193,1,1
51028,0.48735207,0,0
67410,0.010756766,0,0
71531,0.13240017,0,0
26042,0.99415874,1,1
85154,0.055434626,0,0
55741,0.01792913,0,0
2061,0.46005088,0,1
998,0.97017664,1,1
36744,0.19207427,0,1
24604,0.9953512,1,1
259,0.9934708,1,1
32679,0.9928403,1,1
44614,0.23009966,0,0
5084,0.9499574,1,1
33685,0.30906153,0,1
737,0.41353452,0,1
9336,0.9165574,1,1
1041,0.9859409,1,1
31684,0.5015203,1,1
22238,0.9848113,1,1
52050,0.10873692,0,0
75625,0.0057085156,0,0
387,0.9921291,1,1
74067,0.13995057,0,0
35386,0.48474622,0,1
85235,0.21858326,0,0
13301,0.9167961,1,1
81983,0.032364078,0,0
75704,0.45008087,0,0
69838,0.29790634,0,0
44967,0.42171013,0,0
51231,0.54782087,1,0
48022,0.247218,0,0
2403,0.5744884,1,1
10758,0.9504344,1,1
51130,0.022653248,0,0
77479,0.5352017,1,0
41634,0.96256703,1,1
68277,0.0075600636,0,0
77197,0.029269,0,0
31095,0.9180011,1,1
618,0.99542797,1,1
36869,0.9433307,1,1
24414,0.89422864,1,1
52412,0.5112876,1,0
42160,0.9868702,1,1
13284,0.93078494,1,1
5494,0.8755425,1,1
34047,0.8781492,1,1
51898,0.44569507,0,0
30984,0.991619,1,1
75728,0.10659633,0,0
70126,0.02622738,0,0
43824,0.08018833,0,0
21092,0.561969,1,1
62739,0.06827165,0,0
67285,0.05414242,0,0
80391,0.088290304,0,0
47261,0.038673766,0,0
77693,0.0713691,0,0
80653,0.0038825565,0,0
8875,0.9832154,1,1
5593,0.9561864,1,1
53635,0.21007763,0,0
22465,0.9307021,1,1
74481,0.1997633,0,0
869,0.9618958,1,1
31254,0.8745549,1,1
50850,0.40200624,0,0
65238,0.36338162,0,0
21341,0.9887736,1,1
81913,0.055434626,0,0
72059,0.16792136,0,0
23804,0.99627703,1,1
45607,0.1512862,0,0
83742,0.04796394,0,0
2656,0.85047776,1,1
65578,0.010459887,0,0
45012,0.0058698636,0,0
7861,0.995666,1,1
71822,0.5415841,1,0
17763,0.3163819,0,1
36107,0.9927188,1,1
50440,0.005312039,0,0
11131,0.86052114,1,1
7421,0.9346221,1,1
54080,0.6735253,1,0
17067,0.9702228,1,1
26901,0.9964952,1,1
70312,0.095679104,0,0
15577,0.27584964,0,1
5574,0.68033427,1,1
50762,0.119559415,0,0
4014,0.95501757,1,1
19936,0.61367667,1,1
11423,0.80932736,1,1
84550,0.028766522,0,0
73169,0.06770303,0,0
45958,0.078344725,0,0
2576,0.94097084,1,1
74316,0.07829793,0,0
64373,0.008441168,0,0
69458,0.09854849,0,0
17035,0.971901,1,1
17392,0.92489797,1,1
19664,0.99607927,1,1
11305,0.8168484,1,1
50998,0.08284124,0,0
12270,0.9658057,1,1
52907,0.12253301,0,0
4196,0.9048862,1,1
15875,0.94472265,1,1
10984,0.962708,1,1
43213,0.10242323,0,0
78572,0.017561723,0,0
6180,0.96382016,1,1
12287,0.13030602,0,1
58382,0.012471252,0,0
1727,0.86252993,1,1
78067,0.02095767,0,0
41794,0.97796714,1,1
31082,0.9699536,1,1
63288,0.21663344,0,0
45159,0.04930769,0,0
2265,0.9502561,1,1
44563,0.016762951,0,0
63682,0.17860562,0,0
24175,0.83035994,1,1
81706,0.18873958,0,0
11488,0.62997174,1,1
32257,0.94800395,1,1
76675,0.06986338,0,0
52142,0.028325858,0,0
43078,0.012895345,0,0
51715,0.014729763,0,0
22619,0.7427697,1,1
61887,0.050529048,0,0
50649,0.064178966,0,0
42967,0.9376623,1,1
18707,0.96868414,1,1
41529,0.90935135,1,1
21108,0.9726204,1,1
65290,0.033216715,0,0
57758,0.63502896,1,0
46672,0.017610162,0,0
38618,0.6683713,1,1
10493,0.91846174,1,1
31278,0.88764495,1,1
77121,0.023465294,0,0
3407,0.9050648,1,1
57942,0.059534978,0,0
23773,0.8990182,1,1
60651,0.016172647,0,0
63950,0.13807379,0,0
52243,0.009706487,0,0
3997,0.9877281,1,1
23299,0.8101181,1,1
24400,0.9727611,1,1
15646,0.98977673,1,1
70266,0.3357347,0,0
7432,0.89018863,1,1
51692,0.0068635503,0,0
33928,0.9674631,1,1
5104,0.9679796,1,1
21166,0.8866404,1,1
12437,0.83977807,1,1
47177,0.09693659,0,0
17825,0.929528,1,1
40399,0.70098436,1,1
43716,0.22063574,0,0
65483,0.29490778,0,0
2203,0.73849374,1,1
2034,0.6500142,1,1
7329,0.9711486,1,1
43372,0.11507199,0,0
24373,0.9982659,1,1
43539,0.2623963,0,0
16364,0.7688165,1,1
62449,0.22058573,0,0
13239,0.9911293,1,1
1475,0.9594999,1,1
29224,0.2680195,0,1
69224,0.00542718,0,0
15931,0.8664326,1,1
45952,0.08547903,0,0
69333,0.034303945,0,0
83414,0.013128324,0,0
377,0.09896659,0,1
36066,0.5895312,1,1
14677,0.99248874,1,1
20151,0.98342943,1,1
4392,0.99828666,1,1
2673,0.9849502,1,1
4476,0.4072249,0,1
30925,0.9929634,1,1
24870,0.55109656,1,1
54123,0.019163609,0,0
85075,0.07795053,0,0
47045,0.02913157,0,0
64229,0.0038106202,0,0
21094,0.8860916,1,1
56512,0.48223606,0,0
30425,0.30472514,0,1
12657,0.68397194,1,1
54238,0.010499449,0,0
56575,0.10262389,0,0
19542,0.9787627,1,1
12233,0.98389024,1,1
26525,0.9551,1,1
71996,0.13516523,0,0
51259,0.004037188,0,0
56211,0.014009968,0,0
76943,0.10262755,0,0
47214,0.52114785,1,0
46272,0.024516713,0,0
28180,0.9663467,1,1
26649,0.52756476,1,1
38787,0.9661826,1,1
40820,0.92753017,1,1
52085,0.0041024457,0,0
38827,0.9141242,1,1
50775,0.12563036,0,0
9719,0.9744737,1,1
33601,0.7309684,1,1
9350,0.5840476,1,1
35909,0.9457443,1,1
41218,0.96897125,1,1
45194,0.05414242,0,0
69561,0.6541934,1,0
15477,0.98741233,1,1
52780,0.56332284,1,0
35211,0.9835992,1,1
7281,0.3034366,0,1
46719,0.4737181,0,0
13199,0.34580094,0,1
76063,0.15701218,0,0
4712,0.9887736,1,1
12189,0.99098176,1,1
61635,0.4969837,0,0
6865,0.9928276,1,1
62210,0.061577823,0,0
68577,0.11424383,0,0
3400,0.9390781,1,1
71004,0.02622738,0,0
70682,0.52077323,1,0
26409,0.8539097,1,1
46043,0.11452155,0,0
67951,0.65729105,1,0
80155,0.0065329485,0,0
23789,0.08872228,0,1
10096,0.823297,1,1
73635,0.026334256,0,0
50837,0.03949442,0,0
62740,0.0068899835,0,0
72539,0.39224195,0,0
8211,0.6308247,1,1
38430,0.99818677,1,1
15321,0.9584481,1,1
69590,0.1864808,0,0
55935,0.053351097,0,0
6164,0.6122732,1,1
45040,0.038227182,0,0
46397,0.025771722,0,0
2446,0.8916636,1,1
15065,0.90957254,1,1
36444,0.8641541,1,1
43778,0.07698716,0,0
7479,0.7409344,1,1
24139,0.72448367,1,1
63811,0.020990226,0,0
81734,0.22123112,0,0
12565,0.9833993,1,1
15964,0.9902998,1,1
18545,0.14185794,0,1
9485,0.97593915,1,1
17171,0.2978884,0,1
16264,0.9827308,1,1
48946,0.08006922,0,0
48500,0.005894197,0,0
412,0.67840755,1,1
79722,0.018706672,0,0
23822,0.9069295,1,1
25962,0.85497457,1,1
72641,0.3547025,0,0
35895,0.9704484,1,1
39052,0.1709945,0,1
45399,0.12942517,0,0
6726,0.983247,1,1
65269,0.028568635,0,0
18422,0.81321234,1,1
65910,0.13220961,0,0
52951,0.012312668,0,0
54164,0.86682516,1,0
18217,0.5859761,1,1
49771,0.02422778,0,0
32814,0.8919073,1,1
44673,0.1221293,0,0
6593,0.98183066,1,1
75416,0.015093199,0,0
75070,0.08746135,0,0
79544,0.108213425,0,0
76136,0.0062959883,0,0
85561,0.16973214,0,0
44115,0.10677001,0,0
76005,0.099405885,0,0
10658,0.92922586,1,1
11283,0.98559153,1,1
31244,0.84582454,1,1
61464,0.025444873,0,0
66608,0.026538536,0,0
20681,0.9713274,1,1
82677,0.18803845,0,0
5177,0.9933043,1,1
4434,0.98608196,1,1
73577,0.023517786,0,0
51425,0.1836427,0,0
5288,0.3471673,0,1
14361,0.75844926,1,1
62023,0.04988418,0,0
51347,0.019973677,0,0
54230,0.07848205,0,0
60517,0.016603272,0,0
13846,0.8717531,1,1
69434,0.48921153,0,0
75694,0.04504981,0,0
77010,0.061444525,0,0
22885,0.56110466,1,1
39767,0.92556983,1,1
6047,0.79982966,1,1
48410,0.0872517,0,0
13359,0.9482012,1,1
33943,0.6668122,1,1
2935,0.74694437,1,1
14159,0.18454137,0,1
3089,0.9993363,1,1
32260,0.9072303,1,1
48893,0.04141897,0,0
5830,0.6072421,1,1
55033,0.222853,0,0
35360,0.98769116,1,1
82943,0.2295847,0,0
2058,0.8893314,1,1
3000,0.72234154,1,1
2716,0.8052805,1,1
1284,0.7754562,1,1
70150,0.018302463,0,0
47679,0.07947697,0,0
4963,0.9511249,1,1
85542,0.18181941,0,0
56458,0.022910897,0,0
61034,0.020051897,0,0
31042,0.83029586,1,1
13365,0.98926604,1,1
7856,0.17236304,0,1
60010,0.16607957,0,0
5579,0.51018256,1,1
69580,0.03758774,0,0
78505,0.019268341,0,0
22560,0.98160547,1,1
1210,0.9882708,1,1
34628,0.81640536,1,1
47991,0.072965756,0,0
22261,0.96876436,1,1
3563,0.57121986,1,1
58865,0.1455633,0,0
66627,0.034305304,0,0
60748,0.057386216,0,0
71694,0.64677554,1,0
55609,0.029758848,0,0
36174,0.90187335,1,1
41514,0.056197613,0,1
2165,0.3076397,0,1
35141,0.9429414,1,1
53264,0.1454137,0,0
75388,0.49432242,0,0
67991,0.011321399,0,0
11026,0.45063323,0,1
64430,0.0034258347,0,0
50181,0.6556974,1,0
56326,0.48436964,0,0
6460,0.49018502,0,1
39981,0.8913298,1,1
58168,0.011263577,0,0
74156,0.09232423,0,0
49937,0.16299425,0,0
55920,0.116736844,0,0
47133,0.09232423,0,0
66887,0.11034458,0,0
3969,0.9523562,1,1
31434,0.949792,1,1
81245,0.015465528,0,0
19734,0.77483773,1,1
7280,0.14977823,0,1
46813,0.70489645,1,0
32380,0.66886806,1,1
55407,0.18313037,0,0
15589,0.9860621,1,1
82592,0.049653064,0,0
2968,0.6635905,1,1
52979,0.07511531,0,0
13401,0.23039009,0,1
11600,0.5844336,1,1
68296,0.20017865,0,0
3584,0.5986892,1,1
69845,0.7540794,1,0
39960,0.31969124,0,1
52837,0.10146066,0,0
59291,0.027804084,0,0
63010,0.7278581,1,0
41117,0.9941724,1,1
53857,0.039568752,0,0
54544,0.7279781,1,0
43348,0.08397774,0,0
17454,0.986078,1,1
15789,0.97991955,1,1
17693,0.88213694,1,1
24874,0.9944306,1,1
54244,0.033235703,0,0
356,0.95889467,1,1
58157,0.1018436,0,0
50759,0.12161534,0,0
33388,0.9882359,1,1
53543,0.3170732,0,0
72690,0.010512556,0,0
31189,0.97685075,1,1
73631,0.035280313,0,0
83547,0.03735487,0,0
58824,0.18679813,0,0
83563,0.509401,1,0
3150,0.91843927,1,1
7375,0.258029,0,1
235,0.92152923,1,1
78957,0.08176197,0,0
13233,0.9044551,1,1
1959,0.9779659,1,1
59347,0.08035,0,0
74476,0.037745025,0,0
55399,0.30971572,0,0
5214,0.9808456,1,1
6926,0.9935684,1,1
54111,0.016436856,0,0
68788,0.0721465,0,0
54879,0.22704679,0,0
11885,0.9106541,1,1
51277,0.028495159,0,0
53960,0.012964515,0,0
9527,0.96181226,1,1
22456,0.6279376,1,1
18856,0.9503968,1,1
71797,0.4761437,0,0
4620,0.9832408,1,1
43641,0.01939195,0,0
35680,0.90672696,1,1
73156,0.13753119,0,0
23106,0.99564666,1,1
73031,0.4652489,0,0
4163,0.9481364,1,1
48200,0.013055668,0,0
80219,0.76071894,1,0
72760,0.0099168345,0,0
68878,0.09172432,0,0
40319,0.8880459,1,1
6715,0.9932586,1,1
55491,0.4673972,0,0
982,0.9968315,1,1
38734,0.8095857,1,1
9840,0.948769,1,1
36428,0.9716726,1,1
403,0.9636612,1,1
60207,0.32793796,0,0
17577,0.90590954,1,1
3899,0.5523526,1,1
2679,0.9658192,1,1
64527,0.010641842,0,0
11625,0.92827034,1,1
32439,0.99382,1,1
35464,0.7691259,1,1
51428,0.06849893,0,0
1892,0.15064432,0,1
10942,0.70362,1,1
21378,0.96588355,1,1
7995,0.65209424,1,1
37433,0.91646266,1,1
21430,0.9396957,1,1
84573,0.124728404,0,0
20104,0.9896652,1,1
14973,0.8245404,1,1
15365,0.98430496,1,1
28398,0.993722,1,1
64440,0.057117272,0,0
34139,0.9340595,1,1
23851,0.80082446,1,1
37592,0.9884803,1,1
65074,0.02295895,0,0
52600,0.010006686,0,0
36762,0.9661637,1,1
51024,0.108213425,0,0
74349,0.10740766,0,0
33902,0.5268048,1,1
16468,0.87803006,1,1
46610,0.04059134,0,0
52256,0.59275764,1,0
9050,0.9900913,1,1
36842,0.68729675,1,1
39021,0.8177719,1,1
17239,0.98380685,1,1
14166,0.9891021,1,1
56902,0.23599504,0,0
7912,0.9854821,1,1
14623,0.9826592,1,1
61812,0.36837047,0,0
79599,0.010291686,0,0
15355,0.9820148,1,1
36294,0.769434,1,1
10430,0.9847424,1,1
82739,0.043720867,0,0
15282,0.9970688,1,1
32539,0.9895002,1,1
61398,0.2602836,0,0
10438,0.94287115,1,1
72250,0.006685057,0,0
37024,0.9746132,1,1
46687,0.10740766,0,0
61485,0.071711585,0,0
44899,0.8979284,1,0
81130,0.15543945,0,0
66833,0.0072284816,0,0
83451,0.06382304,0,0
5739,0.19971713,0,1
4309,0.9814587,1,1
56142,0.84862405,1,0
25926,0.9040822,1,1
19294,0.98241144,1,1
44769,0.010498797,0,0
48111,0.068063475,0,0
12029,0.32690832,0,1
29189,0.9374573,1,1
85271,0.24844955,0,0
24499,0.9919613,1,1
15294,0.9204311,1,1
69235,0.0045685074,0,0
53277,0.18379468,0,0
23719,0.8099303,1,1
47531,0.042345382,0,0
50552,0.5196206,1,0
73900,0.30720904,0,0
3242,0.9758991,1,1
44887,0.007971028,0,0
11175,0.9183029,1,1
68427,0.13420309,0,0
7560,0.9782598,1,1
47066,0.41374734,0,0
36273,0.66127986,1,1
9341,0.9554937,1,1
53112,0.019535225,0,0
7764,0.8604874,1,1
8058,0.60702246,1,1
7598,0.96338284,1,1
1213,0.9403967,1,1
52141,0.03213767,0,0
53843,0.10800316,0,0
74798,0.02622738,0,0
9062,0.87358147,1,1
34412,0.65474874,1,1
21464,0.86039275,1,1
34812,0.99786323,1,1
71240,0.1677059,0,0
2328,0.9340066,1,1
13828,0.60202605,1,1
21534,0.9741669,1,1
56342,0.11984928,0,0
75950,0.20995454,0,0
14113,0.29706404,0,1
55729,0.18600246,0,0
64555,0.14249429,0,0
85105,0.10340581,0,0
8715,0.9015528,1,1
2875,0.8759181,1,1
4680,0.91041774,1,1
12263,0.9590854,1,1
31029,0.91767377,1,1
14030,0.9846565,1,1
15117,0.9832408,1,1
59400,0.1692963,0,0
37641,0.8914528,1,1
30476,0.9872836,1,1
23290,0.845048,1,1
10482,0.97863436,1,1
45626,0.0790381,0,0
14532,0.92216456,1,1
47712,0.26752356,0,0
49362,0.11260999,0,0
26585,0.9096464,1,1
85269,0.2199317,0,0
70588,0.16253716,0,0
32733,0.64585644,1,1
2461,0.9832433,1,1
30643,0.66954154,1,1
75540,0.069180466,0,0
76297,0.3491112,0,0
9478,0.5847667,1,1
6896,0.8180988,1,1
16374,0.521154,1,1
43906,0.10677001,0,0
74579,0.008961186,0,0
49774,0.06608433,0,0
12268,0.8873758,1,1
55197,0.011092363,0,0
13813,0.98997223,1,1
9754,0.9708619,1,1
43774,0.010128384,0,0
81390,0.32381415,0,0
68390,0.068527825,0,0
4956,0.96302265,1,1
81031,0.5045061,1,0
20023,0.9179983,1,1
8037,0.9567552,1,1
15573,0.9898616,1,1
24861,0.9943561,1,1
11746,0.93646353,1,1
55124,0.26230386,0,0
70027,0.22923496,0,0
37424,0.48047426,0,1
44483,0.017678672,0,0
79497,0.079318985,0,0
14768,0.9908083,1,1
46325,0.047146033,0,0
2923,0.99107295,1,1
63363,0.25958145,0,0
13589,0.9975171,1,1
69730,0.15082186,0,0
35306,0.87882143,1,1
85015,0.23528574,0,0
6757,0.9942707,1,1
24008,0.99469453,1,1
65481,0.1341675,0,0
5395,0.9872716,1,1
61711,0.65312684,1,0
84388,0.020990226,0,0
53532,0.46569914,0,0
46642,0.00918581,0,0
19090,0.63136774,1,1
17150,0.89951724,1,1
9413,0.759398,1,1
82811,0.10740766,0,0
26992,0.9067259,1,1
16629,0.49850163,0,1
18837,0.50062144,1,1
22358,0.52238,1,1
49388,0.029932745,0,0
49749,0.08635899,0,0
16693,0.8018081,1,1
43199,0.23565738,0,0
73505,0.06291324,0,0
1446,0.12247053,0,1
48070,0.10493254,0,0
80678,0.01859127,0,0
50216,0.20016879,0,0
54403,0.035122216,0,0
47385,0.5891399,1,0
62247,0.10677001,0,0
43843,0.05414242,0,0
37932,0.55602103,1,1
49762,0.08017449,0,0
62447,0.036301106,0,0
81023,0.13516523,0,0
9644,0.8125463,1,1
60741,0.6723806,1,0
78935,0.008593834,0,0
22787,0.94013697,1,1
81162,0.7270863,1,0
20352,0.05427017,0,1
83529,0.06291324,0,0
32372,0.99309856,1,1
47626,0.23464024,0,0
53865,0.23761801,0,0
32134,0.87673056,1,1
30459,0.99243414,1,1
46281,0.18181941,0,0
1168,0.4034115,0,1
2628,0.7196371,1,1
31304,0.97702354,1,1
88,0.98265404,1,1
12919,0.41627824,0,1
4342,0.8485013,1,1
77267,0.10333705,0,0
48540,0.03249524,0,0
42455,0.9541945,1,1
40061,0.9327773,1,1
81693,0.05109188,0,0
81981,0.17234552,0,0
43937,0.5710948,1,0
28712,0.6021929,1,1
49057,0.020990226,0,0
56316,0.5653509,1,0
44538,0.006093567,0,0
73248,0.10122043,0,0
21491,0.96872115,1,1
76488,0.046625733,0,0
220,0.9531768,1,1
12559,0.26736534,0,1
25379,0.12619647,0,1
11041,0.8667513,1,1
5460,0.9035114,1,1
22167,0.8956562,1,1
80123,0.018203288,0,0
56284,0.20570078,0,0
21952,0.98036206,1,1
66780,0.36192733,0,0
44388,0.48259,0,0
57601,0.16101515,0,0
34452,0.676791,1,1
21419,0.98583674,1,1
30704,0.9159173,1,1
24652,0.9640972,1,1
16833,0.63973653,1,1
61223,0.10740766,0,0
39487,0.7821252,1,1
60273,0.030479131,0,0
24641,0.12162905,0,1
25575,0.24527612,0,1
34196,0.94430405,1,1
7894,0.2969812,0,1
74427,0.64619535,1,0
30466,0.94264585,1,1
63809,0.057056904,0,0
10439,0.84599054,1,1
21890,0.99146616,1,1
45196,0.02649301,0,0
80844,0.6288702,1,0
73891,0.036720857,0,0
75643,0.06312284,0,0
74672,0.10441921,0,0
77390,0.022512017,0,0
73091,0.25168282,0,0
57494,0.014513765,0,0
11655,0.088096276,0,1
26946,0.99260545,1,1
72181,0.83818775,1,0
45420,0.0593862,0,0
31601,0.8407364,1,1
68371,0.007779068,0,0
25773,0.8779729,1,1
44447,0.15498511,0,0
80822,0.13751966,0,0
27478,0.9917991,1,1
63781,0.56229806,1,0
17954,0.8670018,1,1
47549,0.49321195,0,0
72358,0.11588392,0,0
73098,0.60808134,1,0
22680,0.877228,1,1
3179,0.7499946,1,1
19571,0.9797891,1,1
43832,0.0058059795,0,0
76765,0.011285483,0,0
27682,0.9699765,1,1
7111,0.9830918,1,1
11641,0.9736136,1,1
59194,0.028754681,0,0
39184,0.86202973,1,1
80540,0.61914223,1,0
22314,0.98542017,1,1
1493,0.12990767,0,1
14061,0.9257392,1,1
75982,0.1333745,0,0
57656,0.4045279,0,0
59656,0.025663808,0,0
44171,0.014439708,0,0
41545,0.33065444,0,1
29663,0.24420339,0,1
59323,0.020455623,0,0
75357,0.36419544,0,0
24457,0.9913378,1,1
15575,0.8573012,1,1
48732,0.087364435,0,0
43725,0.007972287,0,0
50643,0.14244759,0,0
72270,0.012852091,0,0
51394,0.038645037,0,0
1454,0.99811965,1,1
57448,0.6293366,1,0
63210,0.20767698,0,0
43910,0.020990226,0,0
67584,0.09627695,0,0
671,0.8347203,1,1
75595,0.057560656,0,0
4811,0.887141,1,1
55210,0.034662843,0,0
50135,0.08384295,0,0
164,0.91554403,1,1
47342,0.009946645,0,0
10571,0.23048946,0,1
35319,0.94845045,1,1
49661,0.056809697,0,0
75283,0.06576428,0,0
22520,0.98338896,1,1
69556,0.017563377,0,0
63290,0.13699508,0,0
30004,0.9737104,1,1
27235,0.9842479,1,1
49375,0.015816914,0,0
43352,0.17691584,0,0
10019,0.5014527,1,1
3726,0.9394552,1,1
57730,0.04930769,0,0
2997,0.48486412,0,1
47003,0.37465808,0,0
66158,0.015627561,0,0
76545,0.04726062,0,0
14111,0.96073693,1,1
18014,0.8658214,1,1
12582,0.8305028,1,1
70898,0.09838507,0,0
60579,0.6016258,1,0
17292,0.89940363,1,1
68726,0.42359674,0,0
4444,0.6268684,1,1
67088,0.83144647,1,0
37797,0.6860678,1,1
45642,0.09804961,0,0
70058,0.11616236,0,0
1292,0.98249984,1,1
53945,0.09655765,0,0
10701,0.8976592,1,1
18149,0.82223076,1,1
66087,0.07037744,0,0
37393,0.988171,1,1
41557,0.99143136,1,1
67863,0.071729906,0,0
11657,0.9718706,1,1
25281,0.9457059,1,1
8169,0.78272295,1,1
43664,0.74900454,1,0
44618,0.31257784,0,0
54486,0.262979,0,0
76481,0.04404578,0,0
10910,0.71110827,1,1
29492,0.32611722,0,1
47405,0.088290304,0,0
14719,0.9756211,1,1
32044,0.86599815,1,1
29919,0.90553075,1,1
8456,0.79849267,1,1
5928,0.9671614,1,1
6643,0.8011994,1,1
83705,0.02245617,0,0
55787,0.11381367,0,0
35032,0.93098307,1,1
24600,0.9791748,1,1
21292,0.9244379,1,1
48013,0.4067254,0,0
68360,0.11996998,0,0
82042,0.5325709,1,0
32586,0.93412024,1,1
75509,0.091184415,0,0
65456,0.51753676,1,0
84144,0.021478312,0,0
73689,0.024974698,0,0
15506,0.97126746,1,1
82404,0.11446571,0,0
64615,0.012044629,0,0
8294,0.9836278,1,1
57029,0.013570113,0,0
5953,0.9638583,1,1
58158,0.13279277,0,0
14821,0.95254666,1,1
45842,0.108821996,0,0
76858,0.010220629,0,0
3234,0.9044798,1,1
34965,0.9658916,1,1
57695,0.15246236,0,0
41410,0.9331802,1,1
2531,0.99379224,1,1
73551,0.093617946,0,0
3445,0.83774936,1,1
76830,0.016554784,0,0
31698,0.8950027,1,1
64413,0.031123009,0,0
21066,0.9935028,1,1
60443,0.12678249,0,0
64471,0.49032307,0,0
72220,0.0066643236,0,0
3027,0.8860284,1,1
56533,0.053135652,0,0
55954,0.31903937,0,0
19205,0.90620536,1,1
12771,0.9792148,1,1
26954,0.96541923,1,1
4500,0.9742742,1,1
42223,0.59393793,1,1
19927,0.92711973,1,1
37531,0.9081364,1,1
43818,0.0065271235,0,0
33542,0.935544,1,1
37093,0.9894951,1,1
30056,0.86824787,1,1
47669,0.2117594,0,0
47754,0.04697183,0,0
53206,0.4045406,0,0
41769,0.88569635,1,1
44705,0.06441291,0,0
48865,0.111567244,0,0
31011,0.8534718,1,1
16461,0.8855425,1,1
32126,0.9224184,1,1
44363,0.6863447,1,0
49320,0.008921248,0,0
481,0.98976,1,1
17469,0.9873275,1,1
72368,0.13307916,0,0
16440,0.9623536,1,1
46390,0.26036683,0,0
14187,0.38906065,0,1
38281,0.9491113,1,1
48467,0.05510177,0,0
83499,0.05110228,0,0
63269,0.13917919,0,0
75578,0.046625733,0,0
71980,0.059084762,0,0
44006,0.49098244,0,0
16896,0.9930494,1,1
64670,0.26431504,0,0
24149,0.9961558,1,1
41835,0.8663269,1,1
20674,0.81296605,1,1
80553,0.011285483,0,0
54574,0.097150795,0,0
71903,0.24696827,0,0
59415,0.018866122,0,0
4436,0.8363722,1,1
78845,0.5385167,1,0
9850,0.50950736,1,1
73776,0.45807707,0,0
78602,0.009374134,0,0
10008,0.9111371,1,1
83068,0.02218176,0,0
36960,0.9252699,1,1
36642,0.90565574,1,1
52622,0.020990226,0,0
2799,0.97558177,1,1
49995,0.013291349,0,0
77060,0.06781788,0,0
56939,0.12226669,0,0
81630,0.010499449,0,0
61637,0.5854311,1,0
11507,0.68991154,1,1
14282,0.86472195,1,1
44385,0.7991628,1,0
50628,0.37715986,0,0
28186,0.97808313,1,1
18754,0.98731416,1,1
5907,0.9678045,1,1
11123,0.91407293,1,1
32884,0.99358577,1,1
82892,0.035512153,0,0
26228,0.7398487,1,1
7877,0.9939884,1,1
22538,0.9851003,1,1
77732,0.42797458,0,0
31034,0.9655726,1,1
80925,0.15712851,0,0
1151,0.9012015,1,1
61653,0.22469924,0,0
74438,0.070795245,0,0
75095,0.25555786,0,0
11631,0.99377173,1,1
29604,0.63040936,1,1
18045,0.9891021,1,1
17847,0.9937968,1,1
37461,0.9971186,1,1
21693,0.98390216,1,1
21784,0.9188411,1,1
40381,0.99954814,1,1
68815,0.07334377,0,0
82569,0.51512134,1,0
16376,0.79468244,1,1
35966,0.9435298,1,1
5355,0.86041874,1,1
11559,0.98716986,1,1
71336,0.030560864,0,0
18263,0.9848889,1,1
56560,0.041328564,0,0
70597,0.10220208,0,0
4420,0.12533735,0,1
35946,0.9587751,1,1
19358,0.9440266,1,1
85545,0.025128208,0,0
19287,0.98827076,1,1
37209,0.9880981,1,1
21979,0.90408343,1,1
19472,0.9501275,1,1
46294,0.22187367,0,0
49346,0.008921248,0,0
4267,0.78822154,1,1
70354,0.12455657,0,0
62936,0.5477231,1,0
50388,0.3567708,0,0
55955,0.28614727,0,0
83447,0.18394282,0,0
63799,0.0078012994,0,0
5987,0.97917545,1,1
60630,0.015688084,0,0
76625,0.6932828,1,0
23217,0.9835992,1,1
32446,0.99137336,1,1
67538,0.6798995,1,0
51007,0.0097965235,0,0
83734,0.68268144,1,0
41515,0.965766,1,1
41381,0.83678526,1,1
47410,0.006484302,0,0
15803,0.7528168,1,1
59895,0.047146033,0,0
37242,0.4851759,0,1
40909,0.9357201,1,1
61598,0.07312477,0,0
4929,0.99216133,1,1
50379,0.13680983,0,0
4577,0.99322754,1,1
49602,0.098829225,0,0
3797,0.83138484,1,1
65996,0.006126897,0,0
49554,0.4432877,0,0
22224,0.95135695,1,1
11210,0.9031732,1,1
54281,0.049122613,0,0
16309,0.8215294,1,1
14162,0.7402079,1,1
69350,0.015972966,0,0
51220,0.054020878,0,0
63367,0.010029745,0,0
68690,0.8591354,1,0
52844,0.069875814,0,0
18935,0.980793,1,1
65927,0.18991318,0,0
60250,0.052368373,0,0
59044,0.018466694,0,0
82079,0.03433325,0,0
38121,0.9667546,1,1
63314,0.28806525,0,0
55037,0.51542556,1,0
17444,0.931233,1,1
84681,0.19578765,0,0
1663,0.9310462,1,1
60588,0.25884703,0,0
79081,0.106539786,0,0
27665,0.9537704,1,1
60730,0.0059768786,0,0
46671,0.01908368,0,0
37214,0.99537426,1,1
76644,0.21030219,0,0
77196,0.037629403,0,0
